Datum,Zeitzone,von,bis,Datenkategorie,Datentyp,Einheit,AEP-Schätzer,Status
27.04.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,131.69,0.0
27.04.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,30.34,0.0
27.04.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,-4.08,0.0
27.04.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,-8.41,0.0
27.04.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,-13.61,0.0
27.04.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,-16.61,0.0
27.04.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,-45.26,0.0
27.04.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,-35.5,0.0
27.04.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,-59.41,0.0
27.04.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,1.7,0.0
27.04.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,-10.58,0.0
27.04.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,-15.25,0.0
27.04.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,-5.78,0.0
27.04.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,1.91,2.0
27.04.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,-7.47,0.0
27.04.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,-8.5,0.0
27.04.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,-27.07,0.0
27.04.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,-42.32,0.0
27.04.2026,UTC,13:15,13:30,AEP-Schätzer,Betrieblich,EUR/MWh,-39.87,0.0
27.04.2026,UTC,13:30,13:45,AEP-Schätzer,Betrieblich,EUR/MWh,-38.2,0.0
27.04.2026,UTC,13:45,14:00,AEP-Schätzer,Betrieblich,EUR/MWh,-19.61,0.0
27.04.2026,UTC,14:00,14:15,AEP-Schätzer,Betrieblich,EUR/MWh,-13.17,0.0
27.04.2026,UTC,14:15,14:30,AEP-Schätzer,Betrieblich,EUR/MWh,-2.03,0.0
27.04.2026,UTC,14:30,14:45,AEP-Schätzer,Betrieblich,EUR/MWh,22.55,0.0
27.04.2026,UTC,14:45,15:00,AEP-Schätzer,Betrieblich,EUR/MWh,34.72,0.0
27.04.2026,UTC,15:00,15:15,AEP-Schätzer,Betrieblich,EUR/MWh,123.12,0.0
27.04.2026,UTC,15:15,15:30,AEP-Schätzer,Betrieblich,EUR/MWh,135.3,0.0
27.04.2026,UTC,15:30,15:45,AEP-Schätzer,Betrieblich,EUR/MWh,91.7,0.0
27.04.2026,UTC,15:45,16:00,AEP-Schätzer,Betrieblich,EUR/MWh,90.76,0.0
27.04.2026,UTC,16:00,16:15,AEP-Schätzer,Betrieblich,EUR/MWh,57.98,0.0
27.04.2026,UTC,16:15,16:30,AEP-Schätzer,Betrieblich,EUR/MWh,40.67,0.0
27.04.2026,UTC,16:30,16:45,AEP-Schätzer,Betrieblich,EUR/MWh,80.29,0.0
27.04.2026,UTC,16:45,17:00,AEP-Schätzer,Betrieblich,EUR/MWh,120.18,0.0
27.04.2026,UTC,17:00,17:15,AEP-Schätzer,Betrieblich,EUR/MWh,65.57,0.0
27.04.2026,UTC,17:15,17:30,AEP-Schätzer,Betrieblich,EUR/MWh,77.37,0.0
27.04.2026,UTC,17:30,17:45,AEP-Schätzer,Betrieblich,EUR/MWh,114.46,0.0
27.04.2026,UTC,17:45,18:00,AEP-Schätzer,Betrieblich,EUR/MWh,113.52,0.0
27.04.2026,UTC,18:00,18:15,AEP-Schätzer,Betrieblich,EUR/MWh,103.19,0.0
27.04.2026,UTC,18:15,18:30,AEP-Schätzer,Betrieblich,EUR/MWh,110.01,0.0
27.04.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,117.67,0.0
27.04.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,122.31,0.0
27.04.2026,UTC,19:00,19:15,AEP-Schätzer,Betrieblich,EUR/MWh,211.31,0.0
27.04.2026,UTC,19:15,19:30,AEP-Schätzer,Betrieblich,EUR/MWh,56.6,0.0
27.04.2026,UTC,19:30,19:45,AEP-Schätzer,Betrieblich,EUR/MWh,62.78,0.0
27.04.2026,UTC,19:45,20:00,AEP-Schätzer,Betrieblich,EUR/MWh,60.79,0.0
27.04.2026,UTC,20:00,20:15,AEP-Schätzer,Betrieblich,EUR/MWh,75.63,0.0
27.04.2026,UTC,20:15,20:30,AEP-Schätzer,Betrieblich,EUR/MWh,88.94,0.0
27.04.2026,UTC,20:30,20:45,AEP-Schätzer,Betrieblich,EUR/MWh,81.36,0.0
27.04.2026,UTC,20:45,21:00,AEP-Schätzer,Betrieblich,EUR/MWh,82.13,0.0
27.04.2026,UTC,21:00,21:15,AEP-Schätzer,Betrieblich,EUR/MWh,95.43,0.0
27.04.2026,UTC,21:15,21:30,AEP-Schätzer,Betrieblich,EUR/MWh,87.29,0.0
27.04.2026,UTC,21:30,21:45,AEP-Schätzer,Betrieblich,EUR/MWh,92.4,0.0
27.04.2026,UTC,21:45,22:00,AEP-Schätzer,Betrieblich,EUR/MWh,54.45,0.0
27.04.2026,UTC,22:00,22:15,AEP-Schätzer,Betrieblich,EUR/MWh,108.45,0.0
27.04.2026,UTC,22:15,22:30,AEP-Schätzer,Betrieblich,EUR/MWh,98.47,0.0
27.04.2026,UTC,22:30,22:45,AEP-Schätzer,Betrieblich,EUR/MWh,123.58,0.0
27.04.2026,UTC,22:45,23:00,AEP-Schätzer,Betrieblich,EUR/MWh,108.75,0.0
27.04.2026,UTC,23:00,23:15,AEP-Schätzer,Betrieblich,EUR/MWh,136.11,0.0
27.04.2026,UTC,23:15,23:30,AEP-Schätzer,Betrieblich,EUR/MWh,118.47,0.0
27.04.2026,UTC,23:30,23:45,AEP-Schätzer,Betrieblich,EUR/MWh,90.01,0.0
27.04.2026,UTC,23:45,00:00,AEP-Schätzer,Betrieblich,EUR/MWh,118.16,0.0
28.04.2026,UTC,00:00,00:15,AEP-Schätzer,Betrieblich,EUR/MWh,104.55,0.0
28.04.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,111.22,0.0
28.04.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,121.87,0.0
28.04.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,122.74,0.0
28.04.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,93.96,0.0
28.04.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,95.27,0.0
28.04.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,91.88,0.0
28.04.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,89.92,0.0
28.04.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,71.15,0.0
28.04.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,64.51,0.0
28.04.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,75.53,0.0
28.04.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,80.56,0.0
28.04.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,70.22,0.0
28.04.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,63.1,0.0
28.04.2026,UTC,03:30,03:45,AEP-Schätzer,Betrieblich,EUR/MWh,46.35,0.0
28.04.2026,UTC,03:45,04:00,AEP-Schätzer,Betrieblich,EUR/MWh,39.27,0.0
28.04.2026,UTC,04:00,04:15,AEP-Schätzer,Betrieblich,EUR/MWh,59.96,0.0
28.04.2026,UTC,04:15,04:30,AEP-Schätzer,Betrieblich,EUR/MWh,52.33,0.0
28.04.2026,UTC,04:30,04:45,AEP-Schätzer,Betrieblich,EUR/MWh,61.78,0.0
28.04.2026,UTC,04:45,05:00,AEP-Schätzer,Betrieblich,EUR/MWh,101.6,0.0
28.04.2026,UTC,05:00,05:15,AEP-Schätzer,Betrieblich,EUR/MWh,121.64,0.0
28.04.2026,UTC,05:15,05:30,AEP-Schätzer,Betrieblich,EUR/MWh,131.21,0.0
28.04.2026,UTC,05:30,05:45,AEP-Schätzer,Betrieblich,EUR/MWh,105.91,0.0
28.04.2026,UTC,05:45,06:00,AEP-Schätzer,Betrieblich,EUR/MWh,99.07,0.0
28.04.2026,UTC,06:00,06:15,AEP-Schätzer,Betrieblich,EUR/MWh,95.88,0.0
28.04.2026,UTC,06:15,06:30,AEP-Schätzer,Betrieblich,EUR/MWh,128.79,0.0
28.04.2026,UTC,06:30,06:45,AEP-Schätzer,Betrieblich,EUR/MWh,35.6,0.0
28.04.2026,UTC,06:45,07:00,AEP-Schätzer,Betrieblich,EUR/MWh,55.59,0.0
28.04.2026,UTC,07:00,07:15,AEP-Schätzer,Betrieblich,EUR/MWh,45.86,0.0
28.04.2026,UTC,07:15,07:30,AEP-Schätzer,Betrieblich,EUR/MWh,-7.86,0.0
28.04.2026,UTC,07:30,07:45,AEP-Schätzer,Betrieblich,EUR/MWh,-8.86,0.0
28.04.2026,UTC,07:45,08:00,AEP-Schätzer,Betrieblich,EUR/MWh,-12.23,0.0
28.04.2026,UTC,08:00,08:15,AEP-Schätzer,Betrieblich,EUR/MWh,-22.67,0.0
28.04.2026,UTC,08:15,08:30,AEP-Schätzer,Betrieblich,EUR/MWh,-20.3,0.0
28.04.2026,UTC,08:30,08:45,AEP-Schätzer,Betrieblich,EUR/MWh,-36.92,0.0
28.04.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,-16.72,0.0
28.04.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,-3074.27,0.0
28.04.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,6.77,0.0
28.04.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,47.28,0.0
28.04.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,4.48,0.0
28.04.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,70.21,0.0
28.04.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,-5.74,0.0
28.04.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,-3.11,0.0
28.04.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,-8.86,0.0
28.04.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,-12.94,0.0
28.04.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,-2.03,0.0
28.04.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,-6.28,0.0
28.04.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,4.43,0.0
28.04.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,-4.47,0.0
28.04.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,-10.01,0.0
28.04.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,-8.21,0.0
28.04.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,-10.63,0.0
28.04.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,4.63,0.0
28.04.2026,UTC,13:15,13:30,AEP-Schätzer,Betrieblich,EUR/MWh,-51.83,0.0
28.04.2026,UTC,13:30,13:45,AEP-Schätzer,Betrieblich,EUR/MWh,-6.17,0.0
28.04.2026,UTC,13:45,14:00,AEP-Schätzer,Betrieblich,EUR/MWh,-0.03,0.0
28.04.2026,UTC,14:00,14:15,AEP-Schätzer,Betrieblich,EUR/MWh,8.08,0.0
28.04.2026,UTC,14:15,14:30,AEP-Schätzer,Betrieblich,EUR/MWh,10.19,0.0
28.04.2026,UTC,14:30,14:45,AEP-Schätzer,Betrieblich,EUR/MWh,-14.24,0.0
28.04.2026,UTC,14:45,15:00,AEP-Schätzer,Betrieblich,EUR/MWh,14.4,0.0
28.04.2026,UTC,15:00,15:15,AEP-Schätzer,Betrieblich,EUR/MWh,0.53,0.0
28.04.2026,UTC,15:15,15:30,AEP-Schätzer,Betrieblich,EUR/MWh,30.96,0.0
28.04.2026,UTC,15:30,15:45,AEP-Schätzer,Betrieblich,EUR/MWh,86.82,0.0
28.04.2026,UTC,15:45,16:00,AEP-Schätzer,Betrieblich,EUR/MWh,5.22,0.0
28.04.2026,UTC,16:00,16:15,AEP-Schätzer,Betrieblich,EUR/MWh,97.88,0.0
28.04.2026,UTC,16:15,16:30,AEP-Schätzer,Betrieblich,EUR/MWh,121.58,0.0
28.04.2026,UTC,16:30,16:45,AEP-Schätzer,Betrieblich,EUR/MWh,120.53,0.0
28.04.2026,UTC,16:45,17:00,AEP-Schätzer,Betrieblich,EUR/MWh,118.92,0.0
28.04.2026,UTC,17:00,17:15,AEP-Schätzer,Betrieblich,EUR/MWh,113.01,0.0
28.04.2026,UTC,17:15,17:30,AEP-Schätzer,Betrieblich,EUR/MWh,118.28,0.0
28.04.2026,UTC,17:30,17:45,AEP-Schätzer,Betrieblich,EUR/MWh,126.06,0.0
28.04.2026,UTC,17:45,18:00,AEP-Schätzer,Betrieblich,EUR/MWh,153.31,0.0
28.04.2026,UTC,18:00,18:15,AEP-Schätzer,Betrieblich,EUR/MWh,151.38,0.0
28.04.2026,UTC,18:15,18:30,AEP-Schätzer,Betrieblich,EUR/MWh,131.24,0.0
28.04.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,40.21,0.0
28.04.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,59.73,0.0
28.04.2026,UTC,19:00,19:15,AEP-Schätzer,Betrieblich,EUR/MWh,104.89,0.0
28.04.2026,UTC,19:15,19:30,AEP-Schätzer,Betrieblich,EUR/MWh,97.09,0.0
28.04.2026,UTC,19:30,19:45,AEP-Schätzer,Betrieblich,EUR/MWh,117.18,0.0
28.04.2026,UTC,19:45,20:00,AEP-Schätzer,Betrieblich,EUR/MWh,73.22,0.0
28.04.2026,UTC,20:00,20:15,AEP-Schätzer,Betrieblich,EUR/MWh,106.17,0.0
28.04.2026,UTC,20:15,20:30,AEP-Schätzer,Betrieblich,EUR/MWh,68.26,0.0
28.04.2026,UTC,20:30,20:45,AEP-Schätzer,Betrieblich,EUR/MWh,75.79,0.0
28.04.2026,UTC,20:45,21:00,AEP-Schätzer,Betrieblich,EUR/MWh,67.43,0.0
28.04.2026,UTC,21:00,21:15,AEP-Schätzer,Betrieblich,EUR/MWh,100.16,0.0
28.04.2026,UTC,21:15,21:30,AEP-Schätzer,Betrieblich,EUR/MWh,100.7,0.0
28.04.2026,UTC,21:30,21:45,AEP-Schätzer,Betrieblich,EUR/MWh,103.22,0.0
28.04.2026,UTC,21:45,22:00,AEP-Schätzer,Betrieblich,EUR/MWh,80.72,0.0
28.04.2026,UTC,22:00,22:15,AEP-Schätzer,Betrieblich,EUR/MWh,106.31,0.0
28.04.2026,UTC,22:15,22:30,AEP-Schätzer,Betrieblich,EUR/MWh,71.23,0.0
28.04.2026,UTC,22:30,22:45,AEP-Schätzer,Betrieblich,EUR/MWh,104.08,0.0
28.04.2026,UTC,22:45,23:00,AEP-Schätzer,Betrieblich,EUR/MWh,99.7,0.0
28.04.2026,UTC,23:00,23:15,AEP-Schätzer,Betrieblich,EUR/MWh,97.23,0.0
28.04.2026,UTC,23:15,23:30,AEP-Schätzer,Betrieblich,EUR/MWh,77.57,0.0
28.04.2026,UTC,23:30,23:45,AEP-Schätzer,Betrieblich,EUR/MWh,84.08,0.0
28.04.2026,UTC,23:45,00:00,AEP-Schätzer,Betrieblich,EUR/MWh,93.2,0.0
29.04.2026,UTC,00:00,00:15,AEP-Schätzer,Betrieblich,EUR/MWh,63.22,0.0
29.04.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,41.1,0.0
29.04.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,53.28,0.0
29.04.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,72.38,0.0
29.04.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,76.4,0.0
29.04.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,88.13,0.0
29.04.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,82.5,0.0
29.04.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,95.22,0.0
29.04.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,91.04,0.0
29.04.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,69.91,0.0
29.04.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,78.03,0.0
29.04.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,66.83,0.0
29.04.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,59.95,0.0
29.04.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,50.59,0.0
29.04.2026,UTC,03:30,03:45,AEP-Schätzer,Betrieblich,EUR/MWh,55.06,0.0
29.04.2026,UTC,03:45,04:00,AEP-Schätzer,Betrieblich,EUR/MWh,99.04,0.0
29.04.2026,UTC,04:00,04:15,AEP-Schätzer,Betrieblich,EUR/MWh,59.24,0.0
29.04.2026,UTC,04:15,04:30,AEP-Schätzer,Betrieblich,EUR/MWh,68.31,0.0
29.04.2026,UTC,04:30,04:45,AEP-Schätzer,Betrieblich,EUR/MWh,122.22,0.0
29.04.2026,UTC,04:45,05:00,AEP-Schätzer,Betrieblich,EUR/MWh,159.45,0.0
29.04.2026,UTC,05:00,05:15,AEP-Schätzer,Betrieblich,EUR/MWh,278.14,0.0
29.04.2026,UTC,05:15,05:30,AEP-Schätzer,Betrieblich,EUR/MWh,312.38,0.0
29.04.2026,UTC,05:30,05:45,AEP-Schätzer,Betrieblich,EUR/MWh,252.7,0.0
29.04.2026,UTC,05:45,06:00,AEP-Schätzer,Betrieblich,EUR/MWh,133.98,0.0
29.04.2026,UTC,06:00,06:15,AEP-Schätzer,Betrieblich,EUR/MWh,194.8,0.0
29.04.2026,UTC,06:15,06:30,AEP-Schätzer,Betrieblich,EUR/MWh,256.76,0.0
29.04.2026,UTC,06:30,06:45,AEP-Schätzer,Betrieblich,EUR/MWh,221.22,0.0
29.04.2026,UTC,06:45,07:00,AEP-Schätzer,Betrieblich,EUR/MWh,-0.12,0.0
29.04.2026,UTC,07:00,07:15,AEP-Schätzer,Betrieblich,EUR/MWh,48.12,0.0
29.04.2026,UTC,07:15,07:30,AEP-Schätzer,Betrieblich,EUR/MWh,136.83,0.0
29.04.2026,UTC,07:30,07:45,AEP-Schätzer,Betrieblich,EUR/MWh,21.51,0.0
29.04.2026,UTC,07:45,08:00,AEP-Schätzer,Betrieblich,EUR/MWh,1.51,0.0
29.04.2026,UTC,08:00,08:15,AEP-Schätzer,Betrieblich,EUR/MWh,-1.99,0.0
29.04.2026,UTC,08:15,08:30,AEP-Schätzer,Betrieblich,EUR/MWh,-15.57,0.0
29.04.2026,UTC,08:30,08:45,AEP-Schätzer,Betrieblich,EUR/MWh,-2.81,0.0
29.04.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,-19.06,0.0
29.04.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,-25.59,0.0
29.04.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,121.1,0.0
29.04.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,-2.28,0.0
29.04.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,-13.46,0.0
29.04.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,2.09,0.0
29.04.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,35.79,0.0
29.04.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,-84.04,0.0
29.04.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,25.61,0.0
29.04.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,-11.05,0.0
29.04.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,15.67,0.0
29.04.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,-20.65,0.0
29.04.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,-18.93,0.0
29.04.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,-2.83,0.0
29.04.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,0.48,0.0
29.04.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,-10.24,0.0
29.04.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,-5.89,0.0
29.04.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,0.36,0.0
29.04.2026,UTC,13:15,13:30,AEP-Schätzer,Betrieblich,EUR/MWh,-3.82,0.0
29.04.2026,UTC,13:30,13:45,AEP-Schätzer,Betrieblich,EUR/MWh,-5.04,0.0
29.04.2026,UTC,13:45,14:00,AEP-Schätzer,Betrieblich,EUR/MWh,2.46,0.0
29.04.2026,UTC,14:00,14:15,AEP-Schätzer,Betrieblich,EUR/MWh,3.0,0.0
29.04.2026,UTC,14:15,14:30,AEP-Schätzer,Betrieblich,EUR/MWh,1.83,0.0
29.04.2026,UTC,14:30,14:45,AEP-Schätzer,Betrieblich,EUR/MWh,15.43,0.0
29.04.2026,UTC,14:45,15:00,AEP-Schätzer,Betrieblich,EUR/MWh,-0.72,0.0
29.04.2026,UTC,15:00,15:15,AEP-Schätzer,Betrieblich,EUR/MWh,14.57,0.0
29.04.2026,UTC,15:15,15:30,AEP-Schätzer,Betrieblich,EUR/MWh,107.99,0.0
29.04.2026,UTC,15:30,15:45,AEP-Schätzer,Betrieblich,EUR/MWh,82.31,0.0
29.04.2026,UTC,15:45,16:00,AEP-Schätzer,Betrieblich,EUR/MWh,81.31,0.0
29.04.2026,UTC,16:00,16:15,AEP-Schätzer,Betrieblich,EUR/MWh,114.04,0.0
29.04.2026,UTC,16:15,16:30,AEP-Schätzer,Betrieblich,EUR/MWh,125.75,0.0
29.04.2026,UTC,16:30,16:45,AEP-Schätzer,Betrieblich,EUR/MWh,68.96,0.0
29.04.2026,UTC,16:45,17:00,AEP-Schätzer,Betrieblich,EUR/MWh,115.97,0.0
29.04.2026,UTC,17:00,17:15,AEP-Schätzer,Betrieblich,EUR/MWh,84.68,0.0
29.04.2026,UTC,17:15,17:30,AEP-Schätzer,Betrieblich,EUR/MWh,104.8,0.0
29.04.2026,UTC,17:30,17:45,AEP-Schätzer,Betrieblich,EUR/MWh,156.86,0.0
29.04.2026,UTC,17:45,18:00,AEP-Schätzer,Betrieblich,EUR/MWh,204.49,0.0
29.04.2026,UTC,18:00,18:15,AEP-Schätzer,Betrieblich,EUR/MWh,237.38,0.0
29.04.2026,UTC,18:15,18:30,AEP-Schätzer,Betrieblich,EUR/MWh,374.41,0.0
29.04.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,130.43,0.0
29.04.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,147.89,0.0
29.04.2026,UTC,19:00,19:15,AEP-Schätzer,Betrieblich,EUR/MWh,149.01,0.0
29.04.2026,UTC,19:15,19:30,AEP-Schätzer,Betrieblich,EUR/MWh,154.13,0.0
29.04.2026,UTC,19:30,19:45,AEP-Schätzer,Betrieblich,EUR/MWh,151.62,0.0
29.04.2026,UTC,19:45,20:00,AEP-Schätzer,Betrieblich,EUR/MWh,131.32,0.0
29.04.2026,UTC,20:00,20:15,AEP-Schätzer,Betrieblich,EUR/MWh,172.45,0.0
29.04.2026,UTC,20:15,20:30,AEP-Schätzer,Betrieblich,EUR/MWh,98.3,0.0
29.04.2026,UTC,20:30,20:45,AEP-Schätzer,Betrieblich,EUR/MWh,98.08,0.0
29.04.2026,UTC,20:45,21:00,AEP-Schätzer,Betrieblich,EUR/MWh,125.25,0.0
29.04.2026,UTC,21:00,21:15,AEP-Schätzer,Betrieblich,EUR/MWh,109.33,0.0
29.04.2026,UTC,21:15,21:30,AEP-Schätzer,Betrieblich,EUR/MWh,141.16,0.0
29.04.2026,UTC,21:30,21:45,AEP-Schätzer,Betrieblich,EUR/MWh,99.11,0.0
29.04.2026,UTC,21:45,22:00,AEP-Schätzer,Betrieblich,EUR/MWh,112.58,0.0
29.04.2026,UTC,22:00,22:15,AEP-Schätzer,Betrieblich,EUR/MWh,138.25,0.0
29.04.2026,UTC,22:15,22:30,AEP-Schätzer,Betrieblich,EUR/MWh,137.52,0.0
29.04.2026,UTC,22:30,22:45,AEP-Schätzer,Betrieblich,EUR/MWh,140.76,0.0
29.04.2026,UTC,22:45,23:00,AEP-Schätzer,Betrieblich,EUR/MWh,109.08,0.0
29.04.2026,UTC,23:00,23:15,AEP-Schätzer,Betrieblich,EUR/MWh,103.08,0.0
29.04.2026,UTC,23:15,23:30,AEP-Schätzer,Betrieblich,EUR/MWh,93.08,0.0
29.04.2026,UTC,23:30,23:45,AEP-Schätzer,Betrieblich,EUR/MWh,93.85,0.0
29.04.2026,UTC,23:45,00:00,AEP-Schätzer,Betrieblich,EUR/MWh,85.7,0.0
01.05.2026,UTC,00:00,00:15,AEP-Schätzer,Betrieblich,EUR/MWh,73.71,0.0
01.05.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,128.38,0.0
01.05.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,126.08,0.0
01.05.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,121.88,0.0
01.05.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,120.38,0.0
01.05.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,97.17,0.0
01.05.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,127.04,0.0
01.05.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,119.46,0.0
01.05.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,89.2,0.0
01.05.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,75.17,0.0
01.05.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,90.92,0.0
01.05.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,103.11,0.0
01.05.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,108.61,0.0
01.05.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,105.33,0.0
