Datum,Zeitzone,von,bis,Datenkategorie,Datentyp,Einheit,AEP-Schätzer,Status
25.02.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,56.97,0.0
25.02.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,59.12,0.0
25.02.2026,UTC,19:00,19:15,AEP-Schätzer,Betrieblich,EUR/MWh,111.64,0.0
25.02.2026,UTC,19:15,19:30,AEP-Schätzer,Betrieblich,EUR/MWh,48.56,0.0
25.02.2026,UTC,19:30,19:45,AEP-Schätzer,Betrieblich,EUR/MWh,67.29,0.0
25.02.2026,UTC,19:45,20:00,AEP-Schätzer,Betrieblich,EUR/MWh,97.84,0.0
25.02.2026,UTC,20:00,20:15,AEP-Schätzer,Betrieblich,EUR/MWh,47.35,0.0
25.02.2026,UTC,20:15,20:30,AEP-Schätzer,Betrieblich,EUR/MWh,30.5,0.0
25.02.2026,UTC,20:30,20:45,AEP-Schätzer,Betrieblich,EUR/MWh,48.63,0.0
25.02.2026,UTC,20:45,21:00,AEP-Schätzer,Betrieblich,EUR/MWh,56.44,0.0
25.02.2026,UTC,21:00,21:15,AEP-Schätzer,Betrieblich,EUR/MWh,39.28,0.0
25.02.2026,UTC,21:15,21:30,AEP-Schätzer,Betrieblich,EUR/MWh,30.04,0.0
25.02.2026,UTC,21:30,21:45,AEP-Schätzer,Betrieblich,EUR/MWh,75.22,0.0
25.02.2026,UTC,21:45,22:00,AEP-Schätzer,Betrieblich,EUR/MWh,103.52,0.0
25.02.2026,UTC,22:00,22:15,AEP-Schätzer,Betrieblich,EUR/MWh,108.87,0.0
25.02.2026,UTC,22:15,22:30,AEP-Schätzer,Betrieblich,EUR/MWh,52.28,0.0
25.02.2026,UTC,22:30,22:45,AEP-Schätzer,Betrieblich,EUR/MWh,36.88,0.0
25.02.2026,UTC,22:45,23:00,AEP-Schätzer,Betrieblich,EUR/MWh,28.74,0.0
25.02.2026,UTC,23:00,23:15,AEP-Schätzer,Betrieblich,EUR/MWh,8.2,0.0
25.02.2026,UTC,23:15,23:30,AEP-Schätzer,Betrieblich,EUR/MWh,65.77,0.0
25.02.2026,UTC,23:30,23:45,AEP-Schätzer,Betrieblich,EUR/MWh,47.18,0.0
25.02.2026,UTC,23:45,00:00,AEP-Schätzer,Betrieblich,EUR/MWh,62.44,0.0
26.02.2026,UTC,00:00,00:15,AEP-Schätzer,Betrieblich,EUR/MWh,55.56,0.0
26.02.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,5.68,0.0
26.02.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,48.44,0.0
26.02.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,56.67,0.0
26.02.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,62.67,0.0
26.02.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,49.39,0.0
26.02.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,56.52,0.0
26.02.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,62.02,0.0
26.02.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,68.75,0.0
26.02.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,81.26,0.0
26.02.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,43.73,0.0
26.02.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,43.58,0.0
26.02.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,68.45,0.0
26.02.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,38.77,0.0
26.02.2026,UTC,03:30,03:45,AEP-Schätzer,Betrieblich,EUR/MWh,50.2,0.0
26.02.2026,UTC,03:45,04:00,AEP-Schätzer,Betrieblich,EUR/MWh,31.35,0.0
26.02.2026,UTC,04:00,04:15,AEP-Schätzer,Betrieblich,EUR/MWh,35.49,0.0
26.02.2026,UTC,04:15,04:30,AEP-Schätzer,Betrieblich,EUR/MWh,55.87,0.0
26.02.2026,UTC,04:30,04:45,AEP-Schätzer,Betrieblich,EUR/MWh,80.93,0.0
26.02.2026,UTC,04:45,05:00,AEP-Schätzer,Betrieblich,EUR/MWh,78.33,0.0
26.02.2026,UTC,05:00,05:15,AEP-Schätzer,Betrieblich,EUR/MWh,19.51,0.0
26.02.2026,UTC,05:15,05:30,AEP-Schätzer,Betrieblich,EUR/MWh,20.97,0.0
26.02.2026,UTC,05:30,05:45,AEP-Schätzer,Betrieblich,EUR/MWh,34.7,0.0
26.02.2026,UTC,05:45,06:00,AEP-Schätzer,Betrieblich,EUR/MWh,71.67,0.0
26.02.2026,UTC,06:00,06:15,AEP-Schätzer,Betrieblich,EUR/MWh,46.36,0.0
26.02.2026,UTC,06:15,06:30,AEP-Schätzer,Betrieblich,EUR/MWh,68.36,0.0
26.02.2026,UTC,06:30,06:45,AEP-Schätzer,Betrieblich,EUR/MWh,86.15,0.0
26.02.2026,UTC,06:45,07:00,AEP-Schätzer,Betrieblich,EUR/MWh,98.69,0.0
26.02.2026,UTC,07:00,07:15,AEP-Schätzer,Betrieblich,EUR/MWh,40.1,0.0
26.02.2026,UTC,07:15,07:30,AEP-Schätzer,Betrieblich,EUR/MWh,-3.03,0.0
26.02.2026,UTC,07:30,07:45,AEP-Schätzer,Betrieblich,EUR/MWh,-34.56,0.0
26.02.2026,UTC,07:45,08:00,AEP-Schätzer,Betrieblich,EUR/MWh,13.47,0.0
26.02.2026,UTC,08:00,08:15,AEP-Schätzer,Betrieblich,EUR/MWh,95.08,0.0
26.02.2026,UTC,08:15,08:30,AEP-Schätzer,Betrieblich,EUR/MWh,110.14,0.0
26.02.2026,UTC,08:30,08:45,AEP-Schätzer,Betrieblich,EUR/MWh,78.18,0.0
26.02.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,88.34,0.0
26.02.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,13.0,0.0
26.02.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,-2.08,0.0
26.02.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,-7.52,0.0
26.02.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,4.27,0.0
26.02.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,3.87,0.0
26.02.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,8.27,0.0
26.02.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,7.19,0.0
26.02.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,-18.27,0.0
26.02.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,-0.9,0.0
26.02.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,-64.5,0.0
26.02.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,-64.36,0.0
26.02.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,-23.25,0.0
26.02.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,-16.29,0.0
26.02.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,-22.13,0.0
26.02.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,-14.6,0.0
26.02.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,-17.46,0.0
26.02.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,-9.4,0.0
26.02.2026,UTC,13:15,13:30,AEP-Schätzer,Betrieblich,EUR/MWh,-17.72,0.0
26.02.2026,UTC,13:30,13:45,AEP-Schätzer,Betrieblich,EUR/MWh,-20.12,0.0
26.02.2026,UTC,13:45,14:00,AEP-Schätzer,Betrieblich,EUR/MWh,-11.32,0.0
26.02.2026,UTC,14:00,14:15,AEP-Schätzer,Betrieblich,EUR/MWh,-0.74,0.0
26.02.2026,UTC,14:15,14:30,AEP-Schätzer,Betrieblich,EUR/MWh,-0.96,0.0
26.02.2026,UTC,14:30,14:45,AEP-Schätzer,Betrieblich,EUR/MWh,26.95,0.0
26.02.2026,UTC,14:45,15:00,AEP-Schätzer,Betrieblich,EUR/MWh,50.82,0.0
26.02.2026,UTC,15:00,15:15,AEP-Schätzer,Betrieblich,EUR/MWh,14.17,0.0
26.02.2026,UTC,15:15,15:30,AEP-Schätzer,Betrieblich,EUR/MWh,190.31,0.0
26.02.2026,UTC,15:30,15:45,AEP-Schätzer,Betrieblich,EUR/MWh,120.43,0.0
26.02.2026,UTC,15:45,16:00,AEP-Schätzer,Betrieblich,EUR/MWh,139.16,0.0
26.02.2026,UTC,16:00,16:15,AEP-Schätzer,Betrieblich,EUR/MWh,74.66,0.0
26.02.2026,UTC,16:15,16:30,AEP-Schätzer,Betrieblich,EUR/MWh,79.84,0.0
26.02.2026,UTC,16:30,16:45,AEP-Schätzer,Betrieblich,EUR/MWh,91.39,0.0
26.02.2026,UTC,16:45,17:00,AEP-Schätzer,Betrieblich,EUR/MWh,75.87,0.0
26.02.2026,UTC,17:00,17:15,AEP-Schätzer,Betrieblich,EUR/MWh,77.1,0.0
26.02.2026,UTC,17:15,17:30,AEP-Schätzer,Betrieblich,EUR/MWh,65.23,0.0
26.02.2026,UTC,17:30,17:45,AEP-Schätzer,Betrieblich,EUR/MWh,60.65,0.0
26.02.2026,UTC,17:45,18:00,AEP-Schätzer,Betrieblich,EUR/MWh,61.81,0.0
26.02.2026,UTC,18:00,18:15,AEP-Schätzer,Betrieblich,EUR/MWh,91.68,0.0
26.02.2026,UTC,18:15,18:30,AEP-Schätzer,Betrieblich,EUR/MWh,65.69,0.0
26.02.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,47.03,0.0
26.02.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,46.22,0.0
26.02.2026,UTC,19:00,19:15,AEP-Schätzer,Betrieblich,EUR/MWh,93.02,0.0
26.02.2026,UTC,19:15,19:30,AEP-Schätzer,Betrieblich,EUR/MWh,98.29,0.0
26.02.2026,UTC,19:30,19:45,AEP-Schätzer,Betrieblich,EUR/MWh,97.49,0.0
26.02.2026,UTC,19:45,20:00,AEP-Schätzer,Betrieblich,EUR/MWh,57.4,0.0
26.02.2026,UTC,20:00,20:15,AEP-Schätzer,Betrieblich,EUR/MWh,58.29,0.0
26.02.2026,UTC,20:15,20:30,AEP-Schätzer,Betrieblich,EUR/MWh,50.0,0.0
26.02.2026,UTC,20:30,20:45,AEP-Schätzer,Betrieblich,EUR/MWh,47.94,0.0
26.02.2026,UTC,20:45,21:00,AEP-Schätzer,Betrieblich,EUR/MWh,46.45,0.0
26.02.2026,UTC,21:00,21:15,AEP-Schätzer,Betrieblich,EUR/MWh,47.47,0.0
26.02.2026,UTC,21:15,21:30,AEP-Schätzer,Betrieblich,EUR/MWh,45.56,0.0
26.02.2026,UTC,21:30,21:45,AEP-Schätzer,Betrieblich,EUR/MWh,50.37,0.0
26.02.2026,UTC,21:45,22:00,AEP-Schätzer,Betrieblich,EUR/MWh,85.54,0.0
26.02.2026,UTC,22:00,22:15,AEP-Schätzer,Betrieblich,EUR/MWh,74.3,0.0
26.02.2026,UTC,22:15,22:30,AEP-Schätzer,Betrieblich,EUR/MWh,82.62,0.0
26.02.2026,UTC,22:30,22:45,AEP-Schätzer,Betrieblich,EUR/MWh,75.85,0.0
26.02.2026,UTC,22:45,23:00,AEP-Schätzer,Betrieblich,EUR/MWh,69.57,0.0
26.02.2026,UTC,23:00,23:15,AEP-Schätzer,Betrieblich,EUR/MWh,87.73,0.0
26.02.2026,UTC,23:15,23:30,AEP-Schätzer,Betrieblich,EUR/MWh,72.42,0.0
26.02.2026,UTC,23:30,23:45,AEP-Schätzer,Betrieblich,EUR/MWh,77.62,0.0
26.02.2026,UTC,23:45,00:00,AEP-Schätzer,Betrieblich,EUR/MWh,62.4,0.0
27.02.2026,UTC,00:00,00:15,AEP-Schätzer,Betrieblich,EUR/MWh,21.67,0.0
27.02.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,-56.38,0.0
27.02.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,16.32,0.0
27.02.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,39.68,0.0
27.02.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,52.36,0.0
27.02.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,39.54,0.0
27.02.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,63.58,0.0
27.02.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,6.99,0.0
27.02.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,43.25,0.0
27.02.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,39.3,0.0
27.02.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,36.56,0.0
27.02.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,56.87,0.0
27.02.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,42.37,0.0
27.02.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,24.99,0.0
27.02.2026,UTC,03:30,03:45,AEP-Schätzer,Betrieblich,EUR/MWh,89.33,0.0
27.02.2026,UTC,03:45,04:00,AEP-Schätzer,Betrieblich,EUR/MWh,64.66,0.0
27.02.2026,UTC,04:00,04:15,AEP-Schätzer,Betrieblich,EUR/MWh,65.0,0.0
27.02.2026,UTC,04:15,04:30,AEP-Schätzer,Betrieblich,EUR/MWh,60.46,0.0
27.02.2026,UTC,04:30,04:45,AEP-Schätzer,Betrieblich,EUR/MWh,83.07,0.0
27.02.2026,UTC,04:45,05:00,AEP-Schätzer,Betrieblich,EUR/MWh,61.34,0.0
27.02.2026,UTC,05:00,05:15,AEP-Schätzer,Betrieblich,EUR/MWh,-34.48,0.0
27.02.2026,UTC,05:15,05:30,AEP-Schätzer,Betrieblich,EUR/MWh,29.23,0.0
27.02.2026,UTC,05:30,05:45,AEP-Schätzer,Betrieblich,EUR/MWh,76.6,0.0
27.02.2026,UTC,05:45,06:00,AEP-Schätzer,Betrieblich,EUR/MWh,42.9,0.0
27.02.2026,UTC,06:00,06:15,AEP-Schätzer,Betrieblich,EUR/MWh,99.4,0.0
27.02.2026,UTC,06:15,06:30,AEP-Schätzer,Betrieblich,EUR/MWh,121.09,0.0
27.02.2026,UTC,06:30,06:45,AEP-Schätzer,Betrieblich,EUR/MWh,127.93,0.0
27.02.2026,UTC,06:45,07:00,AEP-Schätzer,Betrieblich,EUR/MWh,49.91,0.0
27.02.2026,UTC,07:00,07:15,AEP-Schätzer,Betrieblich,EUR/MWh,108.21,0.0
27.02.2026,UTC,07:15,07:30,AEP-Schätzer,Betrieblich,EUR/MWh,-28.26,0.0
27.02.2026,UTC,07:30,07:45,AEP-Schätzer,Betrieblich,EUR/MWh,-30.04,0.0
27.02.2026,UTC,07:45,08:00,AEP-Schätzer,Betrieblich,EUR/MWh,15.8,0.0
27.02.2026,UTC,08:00,08:15,AEP-Schätzer,Betrieblich,EUR/MWh,-24.07,0.0
27.02.2026,UTC,08:15,08:30,AEP-Schätzer,Betrieblich,EUR/MWh,-35.86,0.0
27.02.2026,UTC,08:30,08:45,AEP-Schätzer,Betrieblich,EUR/MWh,0.57,0.0
27.02.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,86.53,0.0
27.02.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,1.13,0.0
27.02.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,-4.26,0.0
27.02.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,-9.63,0.0
27.02.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,-33.25,0.0
27.02.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,-62.53,0.0
27.02.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,-57.8,0.0
27.02.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,-92.79,0.0
27.02.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,-13.19,0.0
27.02.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,-31.1,0.0
27.02.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,-41.9,0.0
27.02.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,-55.56,0.0
27.02.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,-35.8,0.0
27.02.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,-67.01,0.0
27.02.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,-75.54,0.0
27.02.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,-14.47,0.0
27.02.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,-31.77,0.0
27.02.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,-28.53,0.0
27.02.2026,UTC,13:15,13:30,AEP-Schätzer,Betrieblich,EUR/MWh,-17.43,0.0
27.02.2026,UTC,13:30,13:45,AEP-Schätzer,Betrieblich,EUR/MWh,-36.17,0.0
27.02.2026,UTC,13:45,14:00,AEP-Schätzer,Betrieblich,EUR/MWh,-65.36,0.0
27.02.2026,UTC,14:00,14:15,AEP-Schätzer,Betrieblich,EUR/MWh,-14.33,0.0
27.02.2026,UTC,14:15,14:30,AEP-Schätzer,Betrieblich,EUR/MWh,-6.77,0.0
27.02.2026,UTC,14:30,14:45,AEP-Schätzer,Betrieblich,EUR/MWh,-71.26,0.0
27.02.2026,UTC,14:45,15:00,AEP-Schätzer,Betrieblich,EUR/MWh,-6.78,0.0
27.02.2026,UTC,15:00,15:15,AEP-Schätzer,Betrieblich,EUR/MWh,102.8,0.0
27.02.2026,UTC,15:15,15:30,AEP-Schätzer,Betrieblich,EUR/MWh,108.48,0.0
27.02.2026,UTC,15:30,15:45,AEP-Schätzer,Betrieblich,EUR/MWh,123.11,0.0
27.02.2026,UTC,15:45,16:00,AEP-Schätzer,Betrieblich,EUR/MWh,156.17,0.0
27.02.2026,UTC,16:00,16:15,AEP-Schätzer,Betrieblich,EUR/MWh,69.95,0.0
27.02.2026,UTC,16:15,16:30,AEP-Schätzer,Betrieblich,EUR/MWh,101.52,0.0
27.02.2026,UTC,16:30,16:45,AEP-Schätzer,Betrieblich,EUR/MWh,96.04,0.0
27.02.2026,UTC,16:45,17:00,AEP-Schätzer,Betrieblich,EUR/MWh,69.38,0.0
27.02.2026,UTC,17:00,17:15,AEP-Schätzer,Betrieblich,EUR/MWh,42.3,0.0
27.02.2026,UTC,17:15,17:30,AEP-Schätzer,Betrieblich,EUR/MWh,24.19,0.0
27.02.2026,UTC,17:30,17:45,AEP-Schätzer,Betrieblich,EUR/MWh,0.99,0.0
27.02.2026,UTC,17:45,18:00,AEP-Schätzer,Betrieblich,EUR/MWh,40.06,0.0
27.02.2026,UTC,18:00,18:15,AEP-Schätzer,Betrieblich,EUR/MWh,67.22,0.0
27.02.2026,UTC,18:15,18:30,AEP-Schätzer,Betrieblich,EUR/MWh,69.82,0.0
27.02.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,69.79,0.0
27.02.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,61.09,0.0
27.02.2026,UTC,19:00,19:15,AEP-Schätzer,Betrieblich,EUR/MWh,60.77,0.0
27.02.2026,UTC,19:15,19:30,AEP-Schätzer,Betrieblich,EUR/MWh,64.83,0.0
27.02.2026,UTC,19:30,19:45,AEP-Schätzer,Betrieblich,EUR/MWh,91.45,0.0
27.02.2026,UTC,19:45,20:00,AEP-Schätzer,Betrieblich,EUR/MWh,99.28,0.0
27.02.2026,UTC,20:00,20:15,AEP-Schätzer,Betrieblich,EUR/MWh,107.19,0.0
27.02.2026,UTC,20:15,20:30,AEP-Schätzer,Betrieblich,EUR/MWh,102.21,0.0
27.02.2026,UTC,20:30,20:45,AEP-Schätzer,Betrieblich,EUR/MWh,60.45,0.0
27.02.2026,UTC,20:45,21:00,AEP-Schätzer,Betrieblich,EUR/MWh,58.08,0.0
27.02.2026,UTC,21:00,21:15,AEP-Schätzer,Betrieblich,EUR/MWh,74.01,0.0
27.02.2026,UTC,21:15,21:30,AEP-Schätzer,Betrieblich,EUR/MWh,73.19,0.0
27.02.2026,UTC,21:30,21:45,AEP-Schätzer,Betrieblich,EUR/MWh,93.59,0.0
27.02.2026,UTC,21:45,22:00,AEP-Schätzer,Betrieblich,EUR/MWh,104.94,0.0
27.02.2026,UTC,22:00,22:15,AEP-Schätzer,Betrieblich,EUR/MWh,113.75,0.0
27.02.2026,UTC,22:15,22:30,AEP-Schätzer,Betrieblich,EUR/MWh,123.56,0.0
27.02.2026,UTC,22:30,22:45,AEP-Schätzer,Betrieblich,EUR/MWh,130.04,0.0
27.02.2026,UTC,22:45,23:00,AEP-Schätzer,Betrieblich,EUR/MWh,102.18,0.0
27.02.2026,UTC,23:00,23:15,AEP-Schätzer,Betrieblich,EUR/MWh,69.26,0.0
27.02.2026,UTC,23:15,23:30,AEP-Schätzer,Betrieblich,EUR/MWh,77.82,0.0
27.02.2026,UTC,23:30,23:45,AEP-Schätzer,Betrieblich,EUR/MWh,60.28,0.0
27.02.2026,UTC,23:45,00:00,AEP-Schätzer,Betrieblich,EUR/MWh,56.98,0.0
01.03.2026,UTC,00:00,00:15,AEP-Schätzer,Betrieblich,EUR/MWh,-19.33,0.0
01.03.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,21.91,0.0
01.03.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,49.1,0.0
01.03.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,51.36,0.0
01.03.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,23.13,0.0
01.03.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,28.32,0.0
01.03.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,22.17,0.0
01.03.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,29.69,0.0
01.03.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,62.56,0.0
01.03.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,82.42,0.0
01.03.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,50.44,0.0
01.03.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,38.92,0.0
01.03.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,41.2,0.0
01.03.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,33.71,0.0
01.03.2026,UTC,03:30,03:45,AEP-Schätzer,Betrieblich,EUR/MWh,20.58,0.0
01.03.2026,UTC,03:45,04:00,AEP-Schätzer,Betrieblich,EUR/MWh,-3.05,0.0
01.03.2026,UTC,04:00,04:15,AEP-Schätzer,Betrieblich,EUR/MWh,2.11,0.0
01.03.2026,UTC,04:15,04:30,AEP-Schätzer,Betrieblich,EUR/MWh,5.67,0.0
01.03.2026,UTC,04:30,04:45,AEP-Schätzer,Betrieblich,EUR/MWh,-9.62,0.0
01.03.2026,UTC,04:45,05:00,AEP-Schätzer,Betrieblich,EUR/MWh,1.67,0.0
01.03.2026,UTC,05:00,05:15,AEP-Schätzer,Betrieblich,EUR/MWh,-0.66,0.0
01.03.2026,UTC,05:15,05:30,AEP-Schätzer,Betrieblich,EUR/MWh,8.48,0.0
01.03.2026,UTC,05:30,05:45,AEP-Schätzer,Betrieblich,EUR/MWh,10.03,0.0
01.03.2026,UTC,05:45,06:00,AEP-Schätzer,Betrieblich,EUR/MWh,6.19,0.0
01.03.2026,UTC,06:00,06:15,AEP-Schätzer,Betrieblich,EUR/MWh,77.9,0.0
01.03.2026,UTC,06:15,06:30,AEP-Schätzer,Betrieblich,EUR/MWh,82.12,0.0
01.03.2026,UTC,06:30,06:45,AEP-Schätzer,Betrieblich,EUR/MWh,73.86,0.0
01.03.2026,UTC,06:45,07:00,AEP-Schätzer,Betrieblich,EUR/MWh,77.19,0.0
01.03.2026,UTC,07:00,07:15,AEP-Schätzer,Betrieblich,EUR/MWh,86.7,0.0
01.03.2026,UTC,07:15,07:30,AEP-Schätzer,Betrieblich,EUR/MWh,90.04,0.0
01.03.2026,UTC,07:30,07:45,AEP-Schätzer,Betrieblich,EUR/MWh,55.76,0.0
01.03.2026,UTC,07:45,08:00,AEP-Schätzer,Betrieblich,EUR/MWh,49.72,0.0
01.03.2026,UTC,08:00,08:15,AEP-Schätzer,Betrieblich,EUR/MWh,101.09,0.0
01.03.2026,UTC,08:15,08:30,AEP-Schätzer,Betrieblich,EUR/MWh,48.03,0.0
01.03.2026,UTC,08:30,08:45,AEP-Schätzer,Betrieblich,EUR/MWh,17.91,0.0
01.03.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,-13.8,0.0
01.03.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,-8.14,0.0
01.03.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,-13.76,0.0
01.03.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,-9.19,0.0
01.03.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,-10.38,0.0
01.03.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,12.86,0.0
01.03.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,5.46,0.0
01.03.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,-4.15,0.0
01.03.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,1.82,0.0
01.03.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,-6.7,0.0
01.03.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,-34.29,0.0
01.03.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,-27.04,0.0
01.03.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,-25.21,0.0
01.03.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,-17.74,0.0
01.03.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,-11.13,0.0
01.03.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,-14.5,0.0
01.03.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,-13.54,0.0
01.03.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,-8.21,0.0
