Datum,Zeitzone,von,bis,Datenkategorie,Datentyp,Einheit,Deutschland,AEP Knappheitskomponente,Mrl-Mol-Abweichung,Srl-Mol-Abweichung
23.02.2026,UTC,16:45,17:00,NRV-Saldo,Betrieblich,MW,447.521,0.0,0.0,0.0
23.02.2026,UTC,17:00,17:15,NRV-Saldo,Betrieblich,MW,349.799,0.0,0.0,0.0
23.02.2026,UTC,17:15,17:30,NRV-Saldo,Betrieblich,MW,-244.235,0.0,0.0,0.0
23.02.2026,UTC,17:30,17:45,NRV-Saldo,Betrieblich,MW,-206.561,0.0,0.0,0.0
23.02.2026,UTC,17:45,18:00,NRV-Saldo,Betrieblich,MW,-346.792,0.0,0.0,0.0
23.02.2026,UTC,18:00,18:15,NRV-Saldo,Betrieblich,MW,-103.52,0.0,0.0,0.0
23.02.2026,UTC,18:15,18:30,NRV-Saldo,Betrieblich,MW,138.305,0.0,0.0,0.0
23.02.2026,UTC,18:30,18:45,NRV-Saldo,Betrieblich,MW,161.42,0.0,0.0,0.0
23.02.2026,UTC,18:45,19:00,NRV-Saldo,Betrieblich,MW,-17.87,0.0,0.0,0.0
23.02.2026,UTC,19:00,19:15,NRV-Saldo,Betrieblich,MW,1197.018,0.0,0.0,0.0
23.02.2026,UTC,19:15,19:30,NRV-Saldo,Betrieblich,MW,1191.076,0.0,0.0,0.0
23.02.2026,UTC,19:30,19:45,NRV-Saldo,Betrieblich,MW,1162.243,0.0,0.0,0.0
23.02.2026,UTC,19:45,20:00,NRV-Saldo,Betrieblich,MW,443.271,0.0,0.0,0.0
23.02.2026,UTC,20:00,20:15,NRV-Saldo,Betrieblich,MW,134.405,0.0,0.0,0.0
23.02.2026,UTC,20:15,20:30,NRV-Saldo,Betrieblich,MW,462.932,0.0,0.0,0.0
23.02.2026,UTC,20:30,20:45,NRV-Saldo,Betrieblich,MW,553.954,0.0,0.0,0.0
23.02.2026,UTC,20:45,21:00,NRV-Saldo,Betrieblich,MW,425.315,0.0,0.0,0.0
23.02.2026,UTC,21:00,21:15,NRV-Saldo,Betrieblich,MW,195.416,0.0,0.0,0.0
23.02.2026,UTC,21:15,21:30,NRV-Saldo,Betrieblich,MW,181.906,0.0,0.0,0.0
23.02.2026,UTC,21:30,21:45,NRV-Saldo,Betrieblich,MW,-669.768,0.0,0.0,0.0
23.02.2026,UTC,21:45,22:00,NRV-Saldo,Betrieblich,MW,-600.983,0.0,0.0,0.0
23.02.2026,UTC,22:00,22:15,NRV-Saldo,Betrieblich,MW,-185.353,0.0,0.0,0.0
23.02.2026,UTC,22:15,22:30,NRV-Saldo,Betrieblich,MW,-420.577,0.0,0.0,0.0
23.02.2026,UTC,22:30,22:45,NRV-Saldo,Betrieblich,MW,-178.909,0.0,0.0,0.0
23.02.2026,UTC,22:45,23:00,NRV-Saldo,Betrieblich,MW,477.709,0.0,0.0,0.0
23.02.2026,UTC,23:00,23:15,NRV-Saldo,Betrieblich,MW,1137.244,0.0,0.0,0.0
23.02.2026,UTC,23:15,23:30,NRV-Saldo,Betrieblich,MW,887.311,0.0,0.0,0.0
23.02.2026,UTC,23:30,23:45,NRV-Saldo,Betrieblich,MW,797.542,0.0,0.0,0.0
23.02.2026,UTC,23:45,00:00,NRV-Saldo,Betrieblich,MW,806.404,0.0,0.0,0.0
24.02.2026,UTC,00:00,00:15,NRV-Saldo,Betrieblich,MW,351.93,0.0,0.0,0.0
24.02.2026,UTC,00:15,00:30,NRV-Saldo,Betrieblich,MW,659.759,0.0,0.0,0.0
24.02.2026,UTC,00:30,00:45,NRV-Saldo,Betrieblich,MW,299.867,0.0,0.0,0.0
24.02.2026,UTC,00:45,01:00,NRV-Saldo,Betrieblich,MW,722.041,0.0,0.0,0.0
24.02.2026,UTC,01:00,01:15,NRV-Saldo,Betrieblich,MW,-29.156,0.0,0.0,0.0
24.02.2026,UTC,01:15,01:30,NRV-Saldo,Betrieblich,MW,-298.164,0.0,0.0,0.0
24.02.2026,UTC,01:30,01:45,NRV-Saldo,Betrieblich,MW,-104.578,0.0,0.0,0.0
24.02.2026,UTC,01:45,02:00,NRV-Saldo,Betrieblich,MW,239.458,0.0,0.0,0.0
24.02.2026,UTC,02:00,02:15,NRV-Saldo,Betrieblich,MW,576.484,0.0,0.0,0.0
24.02.2026,UTC,02:15,02:30,NRV-Saldo,Betrieblich,MW,303.505,0.0,0.0,0.0
24.02.2026,UTC,02:30,02:45,NRV-Saldo,Betrieblich,MW,-10.907,0.0,0.0,0.0
24.02.2026,UTC,02:45,03:00,NRV-Saldo,Betrieblich,MW,-85.573,0.0,0.0,0.0
24.02.2026,UTC,03:00,03:15,NRV-Saldo,Betrieblich,MW,148.552,0.0,0.0,0.0
24.02.2026,UTC,03:15,03:30,NRV-Saldo,Betrieblich,MW,-211.261,0.0,0.0,0.0
24.02.2026,UTC,03:30,03:45,NRV-Saldo,Betrieblich,MW,442.24,0.0,0.0,0.0
24.02.2026,UTC,03:45,04:00,NRV-Saldo,Betrieblich,MW,488.594,0.0,0.0,0.0
24.02.2026,UTC,04:00,04:15,NRV-Saldo,Betrieblich,MW,24.398,0.0,0.0,0.0
24.02.2026,UTC,04:15,04:30,NRV-Saldo,Betrieblich,MW,-126.062,0.0,0.0,0.0
24.02.2026,UTC,04:30,04:45,NRV-Saldo,Betrieblich,MW,181.641,0.0,0.0,0.0
24.02.2026,UTC,04:45,05:00,NRV-Saldo,Betrieblich,MW,-194.162,0.0,0.0,0.0
24.02.2026,UTC,05:00,05:15,NRV-Saldo,Betrieblich,MW,47.12,0.0,0.0,0.0
24.02.2026,UTC,05:15,05:30,NRV-Saldo,Betrieblich,MW,-230.659,0.0,0.0,0.0
24.02.2026,UTC,05:30,05:45,NRV-Saldo,Betrieblich,MW,288.054,0.0,0.0,0.0
24.02.2026,UTC,05:45,06:00,NRV-Saldo,Betrieblich,MW,791.421,0.0,0.0,0.0
24.02.2026,UTC,06:00,06:15,NRV-Saldo,Betrieblich,MW,1019.433,0.0,0.0,0.0
24.02.2026,UTC,06:15,06:30,NRV-Saldo,Betrieblich,MW,538.286,0.0,0.0,0.0
24.02.2026,UTC,06:30,06:45,NRV-Saldo,Betrieblich,MW,303.776,0.0,0.0,0.0
24.02.2026,UTC,06:45,07:00,NRV-Saldo,Betrieblich,MW,-45.251,0.0,0.0,0.0
24.02.2026,UTC,07:00,07:15,NRV-Saldo,Betrieblich,MW,-1165.07,0.0,0.0,0.0
24.02.2026,UTC,07:15,07:30,NRV-Saldo,Betrieblich,MW,-744.411,0.0,0.0,0.0
24.02.2026,UTC,07:30,07:45,NRV-Saldo,Betrieblich,MW,-480.601,0.0,0.0,0.0
24.02.2026,UTC,07:45,08:00,NRV-Saldo,Betrieblich,MW,-701.208,0.0,0.0,0.0
24.02.2026,UTC,08:00,08:15,NRV-Saldo,Betrieblich,MW,-863.428,0.0,0.0,0.0
24.02.2026,UTC,08:15,08:30,NRV-Saldo,Betrieblich,MW,-866.878,0.0,0.0,0.0
24.02.2026,UTC,08:30,08:45,NRV-Saldo,Betrieblich,MW,-444.471,0.0,0.0,0.0
24.02.2026,UTC,08:45,09:00,NRV-Saldo,Betrieblich,MW,-298.112,0.0,0.0,0.0
24.02.2026,UTC,09:00,09:15,NRV-Saldo,Betrieblich,MW,-777.37,0.0,0.0,0.0
24.02.2026,UTC,09:15,09:30,NRV-Saldo,Betrieblich,MW,-482.076,0.0,0.0,0.0
24.02.2026,UTC,09:30,09:45,NRV-Saldo,Betrieblich,MW,-35.256,0.0,0.0,0.0
24.02.2026,UTC,09:45,10:00,NRV-Saldo,Betrieblich,MW,241.19,0.0,0.0,0.0
24.02.2026,UTC,10:00,10:15,NRV-Saldo,Betrieblich,MW,142.554,0.0,0.0,0.0
24.02.2026,UTC,10:15,10:30,NRV-Saldo,Betrieblich,MW,-202.272,0.0,0.0,0.0
24.02.2026,UTC,10:30,10:45,NRV-Saldo,Betrieblich,MW,-327.54,0.0,0.0,0.0
24.02.2026,UTC,10:45,11:00,NRV-Saldo,Betrieblich,MW,-434.875,0.0,0.0,0.0
24.02.2026,UTC,11:00,11:15,NRV-Saldo,Betrieblich,MW,331.243,0.0,0.0,0.0
24.02.2026,UTC,11:15,11:30,NRV-Saldo,Betrieblich,MW,377.482,0.0,0.0,0.0
24.02.2026,UTC,11:30,11:45,NRV-Saldo,Betrieblich,MW,356.869,0.0,0.0,0.0
24.02.2026,UTC,11:45,12:00,NRV-Saldo,Betrieblich,MW,480.229,0.0,0.0,0.0
24.02.2026,UTC,12:00,12:15,NRV-Saldo,Betrieblich,MW,279.953,0.0,0.0,0.0
24.02.2026,UTC,12:15,12:30,NRV-Saldo,Betrieblich,MW,-459.163,0.0,0.0,0.0
24.02.2026,UTC,12:30,12:45,NRV-Saldo,Betrieblich,MW,-234.946,0.0,0.0,0.0
24.02.2026,UTC,12:45,13:00,NRV-Saldo,Betrieblich,MW,-206.761,0.0,0.0,0.0
24.02.2026,UTC,13:00,13:15,NRV-Saldo,Betrieblich,MW,-305.156,0.0,0.0,0.0
24.02.2026,UTC,13:15,13:30,NRV-Saldo,Betrieblich,MW,-371.728,0.0,0.0,0.0
24.02.2026,UTC,13:30,13:45,NRV-Saldo,Betrieblich,MW,-502.688,0.0,0.0,0.0
24.02.2026,UTC,13:45,14:00,NRV-Saldo,Betrieblich,MW,-260.659,0.0,0.0,0.0
24.02.2026,UTC,14:00,14:15,NRV-Saldo,Betrieblich,MW,234.382,0.0,0.0,0.0
24.02.2026,UTC,14:15,14:30,NRV-Saldo,Betrieblich,MW,163.813,0.0,0.0,0.0
24.02.2026,UTC,14:30,14:45,NRV-Saldo,Betrieblich,MW,-688.659,0.0,0.0,0.0
24.02.2026,UTC,14:45,15:00,NRV-Saldo,Betrieblich,MW,-636.345,0.0,0.0,0.0
24.02.2026,UTC,15:00,15:15,NRV-Saldo,Betrieblich,MW,-903.344,0.0,0.0,0.0
24.02.2026,UTC,15:15,15:30,NRV-Saldo,Betrieblich,MW,-360.286,0.0,0.0,0.0
24.02.2026,UTC,15:30,15:45,NRV-Saldo,Betrieblich,MW,-86.883,0.0,0.0,0.0
24.02.2026,UTC,15:45,16:00,NRV-Saldo,Betrieblich,MW,-12.335,0.0,0.0,0.0
24.02.2026,UTC,16:00,16:15,NRV-Saldo,Betrieblich,MW,26.47,0.0,0.0,0.0
24.02.2026,UTC,16:15,16:30,NRV-Saldo,Betrieblich,MW,387.079,0.0,0.0,0.0
24.02.2026,UTC,16:30,16:45,NRV-Saldo,Betrieblich,MW,459.011,0.0,0.0,0.0
24.02.2026,UTC,16:45,17:00,NRV-Saldo,Betrieblich,MW,-74.551,0.0,0.0,0.0
24.02.2026,UTC,17:00,17:15,NRV-Saldo,Betrieblich,MW,-576.189,0.0,0.0,0.0
24.02.2026,UTC,17:15,17:30,NRV-Saldo,Betrieblich,MW,14.563,0.0,0.0,0.0
24.02.2026,UTC,17:30,17:45,NRV-Saldo,Betrieblich,MW,98.339,0.0,0.0,0.0
24.02.2026,UTC,17:45,18:00,NRV-Saldo,Betrieblich,MW,228.607,0.0,0.0,0.0
24.02.2026,UTC,18:00,18:15,NRV-Saldo,Betrieblich,MW,219.69,0.0,0.0,0.0
24.02.2026,UTC,18:15,18:30,NRV-Saldo,Betrieblich,MW,252.993,0.0,0.0,0.0
24.02.2026,UTC,18:30,18:45,NRV-Saldo,Betrieblich,MW,-160.13,0.0,0.0,0.0
24.02.2026,UTC,18:45,19:00,NRV-Saldo,Betrieblich,MW,-244.588,0.0,0.0,0.0
24.02.2026,UTC,19:00,19:15,NRV-Saldo,Betrieblich,MW,497.451,0.0,0.0,0.0
24.02.2026,UTC,19:15,19:30,NRV-Saldo,Betrieblich,MW,167.19,0.0,0.0,0.0
24.02.2026,UTC,19:30,19:45,NRV-Saldo,Betrieblich,MW,174.039,0.0,0.0,0.0
24.02.2026,UTC,19:45,20:00,NRV-Saldo,Betrieblich,MW,467.917,0.0,0.0,0.0
24.02.2026,UTC,20:00,20:15,NRV-Saldo,Betrieblich,MW,541.628,0.0,0.0,0.0
24.02.2026,UTC,20:15,20:30,NRV-Saldo,Betrieblich,MW,346.675,0.0,0.0,0.0
24.02.2026,UTC,20:30,20:45,NRV-Saldo,Betrieblich,MW,417.316,0.0,0.0,0.0
24.02.2026,UTC,20:45,21:00,NRV-Saldo,Betrieblich,MW,214.801,0.0,0.0,0.0
24.02.2026,UTC,21:00,21:15,NRV-Saldo,Betrieblich,MW,-78.318,0.0,0.0,0.0
24.02.2026,UTC,21:15,21:30,NRV-Saldo,Betrieblich,MW,638.217,0.0,0.0,0.0
24.02.2026,UTC,21:30,21:45,NRV-Saldo,Betrieblich,MW,403.576,0.0,0.0,0.0
24.02.2026,UTC,21:45,22:00,NRV-Saldo,Betrieblich,MW,199.405,0.0,0.0,0.0
24.02.2026,UTC,22:00,22:15,NRV-Saldo,Betrieblich,MW,-424.742,0.0,0.0,0.0
24.02.2026,UTC,22:15,22:30,NRV-Saldo,Betrieblich,MW,-33.921,0.0,0.0,0.0
24.02.2026,UTC,22:30,22:45,NRV-Saldo,Betrieblich,MW,-10.781,0.0,0.0,0.0
24.02.2026,UTC,22:45,23:00,NRV-Saldo,Betrieblich,MW,39.304,0.0,0.0,0.0
24.02.2026,UTC,23:00,23:15,NRV-Saldo,Betrieblich,MW,566.536,0.0,0.0,0.0
24.02.2026,UTC,23:15,23:30,NRV-Saldo,Betrieblich,MW,248.184,0.0,0.0,0.0
24.02.2026,UTC,23:30,23:45,NRV-Saldo,Betrieblich,MW,191.271,0.0,0.0,0.0
24.02.2026,UTC,23:45,00:00,NRV-Saldo,Betrieblich,MW,7.864,0.0,0.0,0.0
25.02.2026,UTC,00:00,00:15,NRV-Saldo,Betrieblich,MW,235.738,0.0,0.0,0.0
25.02.2026,UTC,00:15,00:30,NRV-Saldo,Betrieblich,MW,-116.591,0.0,0.0,0.0
25.02.2026,UTC,00:30,00:45,NRV-Saldo,Betrieblich,MW,-282.381,0.0,0.0,0.0
25.02.2026,UTC,00:45,01:00,NRV-Saldo,Betrieblich,MW,58.639,0.0,0.0,0.0
25.02.2026,UTC,01:00,01:15,NRV-Saldo,Betrieblich,MW,174.103,0.0,0.0,0.0
25.02.2026,UTC,01:15,01:30,NRV-Saldo,Betrieblich,MW,159.558,0.0,0.0,0.0
25.02.2026,UTC,01:30,01:45,NRV-Saldo,Betrieblich,MW,-114.046,0.0,0.0,0.0
25.02.2026,UTC,01:45,02:00,NRV-Saldo,Betrieblich,MW,202.313,0.0,0.0,0.0
25.02.2026,UTC,02:00,02:15,NRV-Saldo,Betrieblich,MW,494.762,0.0,0.0,0.0
25.02.2026,UTC,02:15,02:30,NRV-Saldo,Betrieblich,MW,434.223,0.0,0.0,0.0
25.02.2026,UTC,02:30,02:45,NRV-Saldo,Betrieblich,MW,310.012,0.0,0.0,0.0
25.02.2026,UTC,02:45,03:00,NRV-Saldo,Betrieblich,MW,212.238,0.0,0.0,0.0
25.02.2026,UTC,03:00,03:15,NRV-Saldo,Betrieblich,MW,319.393,0.0,0.0,0.0
25.02.2026,UTC,03:15,03:30,NRV-Saldo,Betrieblich,MW,584.036,0.0,0.0,0.0
25.02.2026,UTC,03:30,03:45,NRV-Saldo,Betrieblich,MW,465.34,0.0,0.0,0.0
25.02.2026,UTC,03:45,04:00,NRV-Saldo,Betrieblich,MW,628.971,0.0,0.0,0.0
25.02.2026,UTC,04:00,04:15,NRV-Saldo,Betrieblich,MW,-125.909,0.0,0.0,0.0
25.02.2026,UTC,04:15,04:30,NRV-Saldo,Betrieblich,MW,-142.911,0.0,0.0,0.0
25.02.2026,UTC,04:30,04:45,NRV-Saldo,Betrieblich,MW,295.45,0.0,0.0,0.0
25.02.2026,UTC,04:45,05:00,NRV-Saldo,Betrieblich,MW,-80.2,0.0,0.0,0.0
25.02.2026,UTC,05:00,05:15,NRV-Saldo,Betrieblich,MW,439.561,0.0,0.0,0.0
25.02.2026,UTC,05:15,05:30,NRV-Saldo,Betrieblich,MW,859.886,0.0,0.0,0.0
25.02.2026,UTC,05:30,05:45,NRV-Saldo,Betrieblich,MW,659.669,0.0,0.0,0.0
25.02.2026,UTC,05:45,06:00,NRV-Saldo,Betrieblich,MW,1034.605,0.0,0.0,0.0
25.02.2026,UTC,06:00,06:15,NRV-Saldo,Betrieblich,MW,489.097,0.0,0.0,0.0
25.02.2026,UTC,06:15,06:30,NRV-Saldo,Betrieblich,MW,-431.568,0.0,0.0,0.0
25.02.2026,UTC,06:30,06:45,NRV-Saldo,Betrieblich,MW,-661.73,0.0,0.0,0.0
25.02.2026,UTC,06:45,07:00,NRV-Saldo,Betrieblich,MW,26.82,0.0,0.0,0.0
25.02.2026,UTC,07:00,07:15,NRV-Saldo,Betrieblich,MW,-686.852,0.0,0.0,0.0
25.02.2026,UTC,07:15,07:30,NRV-Saldo,Betrieblich,MW,-898.696,0.0,0.0,0.0
25.02.2026,UTC,07:30,07:45,NRV-Saldo,Betrieblich,MW,-801.304,0.0,0.0,0.0
25.02.2026,UTC,07:45,08:00,NRV-Saldo,Betrieblich,MW,-30.729,0.0,0.0,0.0
25.02.2026,UTC,08:00,08:15,NRV-Saldo,Betrieblich,MW,545.015,0.0,0.0,0.0
25.02.2026,UTC,08:15,08:30,NRV-Saldo,Betrieblich,MW,48.028,0.0,0.0,0.0
25.02.2026,UTC,08:30,08:45,NRV-Saldo,Betrieblich,MW,-606.185,0.0,0.0,0.0
25.02.2026,UTC,08:45,09:00,NRV-Saldo,Betrieblich,MW,-341.721,0.0,0.0,0.0
25.02.2026,UTC,09:00,09:15,NRV-Saldo,Betrieblich,MW,912.516,0.0,0.0,0.0
25.02.2026,UTC,09:15,09:30,NRV-Saldo,Betrieblich,MW,100.106,0.0,0.0,0.0
25.02.2026,UTC,09:30,09:45,NRV-Saldo,Betrieblich,MW,691.651,0.0,0.0,0.0
25.02.2026,UTC,09:45,10:00,NRV-Saldo,Betrieblich,MW,366.005,0.0,0.0,0.0
25.02.2026,UTC,10:00,10:15,NRV-Saldo,Betrieblich,MW,271.26,0.0,0.0,0.0
25.02.2026,UTC,10:15,10:30,NRV-Saldo,Betrieblich,MW,53.586,0.0,0.0,0.0
25.02.2026,UTC,10:30,10:45,NRV-Saldo,Betrieblich,MW,99.69,0.0,0.0,0.0
25.02.2026,UTC,10:45,11:00,NRV-Saldo,Betrieblich,MW,-59.772,0.0,0.0,0.0
25.02.2026,UTC,11:00,11:15,NRV-Saldo,Betrieblich,MW,-196.088,0.0,0.0,0.0
25.02.2026,UTC,11:15,11:30,NRV-Saldo,Betrieblich,MW,165.174,0.0,0.0,0.0
25.02.2026,UTC,11:30,11:45,NRV-Saldo,Betrieblich,MW,79.831,0.0,0.0,0.0
25.02.2026,UTC,11:45,12:00,NRV-Saldo,Betrieblich,MW,-208.124,0.0,0.0,0.0
25.02.2026,UTC,12:00,12:15,NRV-Saldo,Betrieblich,MW,37.508,0.0,0.0,0.0
25.02.2026,UTC,12:15,12:30,NRV-Saldo,Betrieblich,MW,192.917,0.0,0.0,0.0
25.02.2026,UTC,12:30,12:45,NRV-Saldo,Betrieblich,MW,-443.645,0.0,0.0,0.0
25.02.2026,UTC,12:45,13:00,NRV-Saldo,Betrieblich,MW,-899.303,0.0,0.0,0.0
25.02.2026,UTC,13:00,13:15,NRV-Saldo,Betrieblich,MW,-590.993,0.0,0.0,0.0
25.02.2026,UTC,13:15,13:30,NRV-Saldo,Betrieblich,MW,-320.703,0.0,0.0,0.0
25.02.2026,UTC,13:30,13:45,NRV-Saldo,Betrieblich,MW,-262.434,0.0,0.0,0.0
25.02.2026,UTC,13:45,14:00,NRV-Saldo,Betrieblich,MW,-442.672,0.0,0.0,0.0
25.02.2026,UTC,14:00,14:15,NRV-Saldo,Betrieblich,MW,-426.36,0.0,0.0,0.0
25.02.2026,UTC,14:15,14:30,NRV-Saldo,Betrieblich,MW,-437.411,0.0,0.0,0.0
25.02.2026,UTC,14:30,14:45,NRV-Saldo,Betrieblich,MW,-719.3,0.0,0.0,0.0
25.02.2026,UTC,14:45,15:00,NRV-Saldo,Betrieblich,MW,-134.101,0.0,0.0,0.0
25.02.2026,UTC,15:00,15:15,NRV-Saldo,Betrieblich,MW,-166.808,0.0,0.0,0.0
25.02.2026,UTC,15:15,15:30,NRV-Saldo,Betrieblich,MW,227.796,0.0,0.0,0.0
25.02.2026,UTC,15:30,15:45,NRV-Saldo,Betrieblich,MW,300.467,0.0,0.0,0.0
25.02.2026,UTC,15:45,16:00,NRV-Saldo,Betrieblich,MW,501.914,0.0,0.0,0.0
25.02.2026,UTC,16:00,16:15,NRV-Saldo,Betrieblich,MW,310.582,0.0,0.0,0.0
25.02.2026,UTC,16:15,16:30,NRV-Saldo,Betrieblich,MW,695.17,0.0,0.0,0.0
25.02.2026,UTC,16:30,16:45,NRV-Saldo,Betrieblich,MW,429.759,0.0,0.0,0.0
25.02.2026,UTC,16:45,17:00,NRV-Saldo,Betrieblich,MW,-307.982,0.0,0.0,0.0
25.02.2026,UTC,17:00,17:15,NRV-Saldo,Betrieblich,MW,-966.898,0.0,0.0,0.0
25.02.2026,UTC,17:15,17:30,NRV-Saldo,Betrieblich,MW,-882.688,0.0,0.0,0.0
25.02.2026,UTC,17:30,17:45,NRV-Saldo,Betrieblich,MW,-498.844,0.0,0.0,0.0
25.02.2026,UTC,17:45,18:00,NRV-Saldo,Betrieblich,MW,-202.0,0.0,0.0,0.0
25.02.2026,UTC,18:00,18:15,NRV-Saldo,Betrieblich,MW,92.588,0.0,0.0,0.0
25.02.2026,UTC,18:15,18:30,NRV-Saldo,Betrieblich,MW,-303.162,0.0,0.0,0.0
25.02.2026,UTC,18:30,18:45,NRV-Saldo,Betrieblich,MW,-508.289,0.0,0.0,0.0
25.02.2026,UTC,18:45,19:00,NRV-Saldo,Betrieblich,MW,-470.117,0.0,0.0,0.0
25.02.2026,UTC,19:00,19:15,NRV-Saldo,Betrieblich,MW,318.253,0.0,0.0,0.0
25.02.2026,UTC,19:15,19:30,NRV-Saldo,Betrieblich,MW,-182.714,0.0,0.0,0.0
25.02.2026,UTC,19:30,19:45,NRV-Saldo,Betrieblich,MW,-20.375,0.0,0.0,0.0
25.02.2026,UTC,19:45,20:00,NRV-Saldo,Betrieblich,MW,-13.079,0.0,0.0,0.0
25.02.2026,UTC,20:00,20:15,NRV-Saldo,Betrieblich,MW,-230.93,0.0,0.0,0.0
25.02.2026,UTC,20:15,20:30,NRV-Saldo,Betrieblich,MW,-395.724,0.0,0.0,0.0
25.02.2026,UTC,20:30,20:45,NRV-Saldo,Betrieblich,MW,-216.017,0.0,0.0,0.0
25.02.2026,UTC,20:45,21:00,NRV-Saldo,Betrieblich,MW,23.043,0.0,0.0,0.0
25.02.2026,UTC,21:00,21:15,NRV-Saldo,Betrieblich,MW,-356.848,0.0,0.0,0.0
25.02.2026,UTC,21:15,21:30,NRV-Saldo,Betrieblich,MW,-380.409,0.0,0.0,0.0
25.02.2026,UTC,21:30,21:45,NRV-Saldo,Betrieblich,MW,144.072,0.0,0.0,0.0
25.02.2026,UTC,21:45,22:00,NRV-Saldo,Betrieblich,MW,753.536,0.0,0.0,0.0
25.02.2026,UTC,22:00,22:15,NRV-Saldo,Betrieblich,MW,485.406,0.0,0.0,0.0
25.02.2026,UTC,22:15,22:30,NRV-Saldo,Betrieblich,MW,-12.994,0.0,0.0,0.0
25.02.2026,UTC,22:30,22:45,NRV-Saldo,Betrieblich,MW,-280.673,0.0,0.0,0.0
25.02.2026,UTC,22:45,23:00,NRV-Saldo,Betrieblich,MW,-554.562,0.0,0.0,0.0
25.02.2026,UTC,23:00,23:15,NRV-Saldo,Betrieblich,MW,-653.625,0.0,0.0,0.0
25.02.2026,UTC,23:15,23:30,NRV-Saldo,Betrieblich,MW,89.623,0.0,0.0,0.0
25.02.2026,UTC,23:30,23:45,NRV-Saldo,Betrieblich,MW,-44.421,0.0,0.0,0.0
25.02.2026,UTC,23:45,00:00,NRV-Saldo,Betrieblich,MW,43.223,0.0,0.0,0.0
26.02.2026,UTC,00:00,00:15,NRV-Saldo,Betrieblich,MW,-303.098,0.0,0.0,0.0
26.02.2026,UTC,00:15,00:30,NRV-Saldo,Betrieblich,MW,-580.839,0.0,0.0,0.0
26.02.2026,UTC,00:30,00:45,NRV-Saldo,Betrieblich,MW,-113.799,0.0,0.0,0.0
26.02.2026,UTC,00:45,01:00,NRV-Saldo,Betrieblich,MW,-52.303,0.0,0.0,0.0
26.02.2026,UTC,01:00,01:15,NRV-Saldo,Betrieblich,MW,-12.692,0.0,0.0,0.0
26.02.2026,UTC,01:15,01:30,NRV-Saldo,Betrieblich,MW,-196.456,0.0,0.0,0.0
26.02.2026,UTC,01:30,01:45,NRV-Saldo,Betrieblich,MW,-124.496,0.0,0.0,0.0
26.02.2026,UTC,01:45,02:00,NRV-Saldo,Betrieblich,MW,-6.706,0.0,0.0,0.0
26.02.2026,UTC,02:00,02:15,NRV-Saldo,Betrieblich,MW,247.66,0.0,0.0,0.0
26.02.2026,UTC,02:15,02:30,NRV-Saldo,Betrieblich,MW,199.049,0.0,0.0,0.0
26.02.2026,UTC,02:30,02:45,NRV-Saldo,Betrieblich,MW,-28.807,0.0,0.0,0.0
26.02.2026,UTC,02:45,03:00,NRV-Saldo,Betrieblich,MW,-129.13,0.0,0.0,0.0
26.02.2026,UTC,03:00,03:15,NRV-Saldo,Betrieblich,MW,7.829,0.0,0.0,0.0
26.02.2026,UTC,03:15,03:30,NRV-Saldo,Betrieblich,MW,-370.935,0.0,0.0,0.0
26.02.2026,UTC,03:30,03:45,NRV-Saldo,Betrieblich,MW,-184.9,0.0,0.0,0.0
26.02.2026,UTC,03:45,04:00,NRV-Saldo,Betrieblich,MW,-464.5,0.0,0.0,0.0
26.02.2026,UTC,04:00,04:15,NRV-Saldo,Betrieblich,MW,-229.694,0.0,0.0,0.0
26.02.2026,UTC,04:15,04:30,NRV-Saldo,Betrieblich,MW,-18.687,0.0,0.0,0.0
26.02.2026,UTC,04:30,04:45,NRV-Saldo,Betrieblich,MW,32.328,0.0,0.0,0.0
26.02.2026,UTC,04:45,05:00,NRV-Saldo,Betrieblich,MW,104.023,0.0,0.0,0.0
26.02.2026,UTC,05:00,05:15,NRV-Saldo,Betrieblich,MW,-392.389,0.0,0.0,0.0
26.02.2026,UTC,05:15,05:30,NRV-Saldo,Betrieblich,MW,-681.78,0.0,0.0,0.0
26.02.2026,UTC,05:30,05:45,NRV-Saldo,Betrieblich,MW,-12.659,0.0,0.0,0.0
26.02.2026,UTC,05:45,06:00,NRV-Saldo,Betrieblich,MW,-20.928,0.0,0.0,0.0
26.02.2026,UTC,06:00,06:15,NRV-Saldo,Betrieblich,MW,-443.975,0.0,0.0,0.0
26.02.2026,UTC,06:15,06:30,NRV-Saldo,Betrieblich,MW,7.537,0.0,0.0,0.0
26.02.2026,UTC,06:30,06:45,NRV-Saldo,Betrieblich,MW,368.713,0.0,0.0,0.0
26.02.2026,UTC,06:45,07:00,NRV-Saldo,Betrieblich,MW,360.369,0.0,0.0,0.0
26.02.2026,UTC,07:00,07:15,NRV-Saldo,Betrieblich,MW,-77.049,0.0,0.0,0.0
26.02.2026,UTC,07:15,07:30,NRV-Saldo,Betrieblich,MW,-343.627,0.0,0.0,0.0
26.02.2026,UTC,07:30,07:45,NRV-Saldo,Betrieblich,MW,-366.628,0.0,0.0,0.0
26.02.2026,UTC,07:45,08:00,NRV-Saldo,Betrieblich,MW,-307.407,0.0,0.0,0.0
26.02.2026,UTC,08:00,08:15,NRV-Saldo,Betrieblich,MW,73.065,0.0,0.0,0.0
26.02.2026,UTC,08:15,08:30,NRV-Saldo,Betrieblich,MW,510.738,0.0,0.0,0.0
