Datum,Zeitzone,von,bis,Datenkategorie,Datentyp,Einheit,Deutschland,AEP Knappheitskomponente,Mrl-Mol-Abweichung,Srl-Mol-Abweichung
20.04.2026,UTC,03:15,03:30,NRV-Saldo,Betrieblich,MW,514.898,0.0,0.0,0.0
20.04.2026,UTC,03:30,03:45,NRV-Saldo,Betrieblich,MW,243.78,0.0,0.0,0.0
20.04.2026,UTC,03:45,04:00,NRV-Saldo,Betrieblich,MW,701.216,0.0,0.0,0.0
20.04.2026,UTC,04:00,04:15,NRV-Saldo,Betrieblich,MW,342.09,0.0,0.0,0.0
20.04.2026,UTC,04:15,04:30,NRV-Saldo,Betrieblich,MW,261.488,0.0,0.0,0.0
20.04.2026,UTC,04:30,04:45,NRV-Saldo,Betrieblich,MW,577.61,0.0,0.0,0.0
20.04.2026,UTC,04:45,05:00,NRV-Saldo,Betrieblich,MW,649.556,0.0,0.0,0.0
20.04.2026,UTC,05:00,05:15,NRV-Saldo,Betrieblich,MW,160.362,0.0,0.0,0.0
20.04.2026,UTC,05:15,05:30,NRV-Saldo,Betrieblich,MW,-248.105,0.0,0.0,0.0
20.04.2026,UTC,05:30,05:45,NRV-Saldo,Betrieblich,MW,-263.75,0.0,0.0,0.0
20.04.2026,UTC,05:45,06:00,NRV-Saldo,Betrieblich,MW,-47.184,0.0,0.0,0.0
20.04.2026,UTC,06:00,06:15,NRV-Saldo,Betrieblich,MW,-395.351,0.0,0.0,0.0
20.04.2026,UTC,06:15,06:30,NRV-Saldo,Betrieblich,MW,-279.881,0.0,0.0,0.0
20.04.2026,UTC,06:30,06:45,NRV-Saldo,Betrieblich,MW,-189.909,0.0,0.0,0.0
20.04.2026,UTC,06:45,07:00,NRV-Saldo,Betrieblich,MW,-1501.131,0.0,0.0,0.0
20.04.2026,UTC,07:00,07:15,NRV-Saldo,Betrieblich,MW,1.993,0.0,0.0,0.0
20.04.2026,UTC,07:15,07:30,NRV-Saldo,Betrieblich,MW,-177.763,0.0,0.0,0.0
20.04.2026,UTC,07:30,07:45,NRV-Saldo,Betrieblich,MW,-293.929,0.0,0.0,0.0
20.04.2026,UTC,07:45,08:00,NRV-Saldo,Betrieblich,MW,418.423,0.0,0.0,0.0
20.04.2026,UTC,08:00,08:15,NRV-Saldo,Betrieblich,MW,1024.08,0.0,0.0,0.0
20.04.2026,UTC,08:15,08:30,NRV-Saldo,Betrieblich,MW,284.127,0.0,0.0,0.0
20.04.2026,UTC,08:30,08:45,NRV-Saldo,Betrieblich,MW,-503.202,0.0,0.0,0.0
20.04.2026,UTC,08:45,09:00,NRV-Saldo,Betrieblich,MW,-656.829,0.0,0.0,0.0
20.04.2026,UTC,09:00,09:15,NRV-Saldo,Betrieblich,MW,-240.492,0.0,0.0,0.0
20.04.2026,UTC,09:15,09:30,NRV-Saldo,Betrieblich,MW,129.483,0.0,0.0,0.0
20.04.2026,UTC,09:30,09:45,NRV-Saldo,Betrieblich,MW,1427.347,0.0,0.0,0.0
20.04.2026,UTC,09:45,10:00,NRV-Saldo,Betrieblich,MW,884.319,0.0,0.0,0.0
20.04.2026,UTC,10:00,10:15,NRV-Saldo,Betrieblich,MW,46.4,0.0,0.0,0.0
20.04.2026,UTC,10:15,10:30,NRV-Saldo,Betrieblich,MW,87.336,0.0,0.0,0.0
20.04.2026,UTC,10:30,10:45,NRV-Saldo,Betrieblich,MW,1171.021,0.0,0.0,0.0
20.04.2026,UTC,10:45,11:00,NRV-Saldo,Betrieblich,MW,831.217,0.0,0.0,0.0
20.04.2026,UTC,11:00,11:15,NRV-Saldo,Betrieblich,MW,969.275,0.0,0.0,0.0
20.04.2026,UTC,11:15,11:30,NRV-Saldo,Betrieblich,MW,611.151,0.0,0.0,0.0
20.04.2026,UTC,11:30,11:45,NRV-Saldo,Betrieblich,MW,243.794,0.0,0.0,0.0
20.04.2026,UTC,11:45,12:00,NRV-Saldo,Betrieblich,MW,-73.264,0.0,0.0,0.0
20.04.2026,UTC,12:00,12:15,NRV-Saldo,Betrieblich,MW,304.823,0.0,0.0,0.0
20.04.2026,UTC,12:15,12:30,NRV-Saldo,Betrieblich,MW,-409.069,0.0,0.0,0.0
20.04.2026,UTC,12:30,12:45,NRV-Saldo,Betrieblich,MW,39.576,0.0,0.0,0.0
20.04.2026,UTC,12:45,13:00,NRV-Saldo,Betrieblich,MW,1069.204,0.0,0.0,0.0
20.04.2026,UTC,13:00,13:15,NRV-Saldo,Betrieblich,MW,956.069,0.0,0.0,0.0
20.04.2026,UTC,13:15,13:30,NRV-Saldo,Betrieblich,MW,-454.284,0.0,0.0,0.0
20.04.2026,UTC,13:30,13:45,NRV-Saldo,Betrieblich,MW,-378.964,0.0,0.0,0.0
20.04.2026,UTC,13:45,14:00,NRV-Saldo,Betrieblich,MW,381.243,0.0,0.0,0.0
20.04.2026,UTC,14:00,14:15,NRV-Saldo,Betrieblich,MW,-54.652,0.0,0.0,0.0
20.04.2026,UTC,14:15,14:30,NRV-Saldo,Betrieblich,MW,123.163,0.0,0.0,0.0
20.04.2026,UTC,14:30,14:45,NRV-Saldo,Betrieblich,MW,-580.514,0.0,0.0,0.0
20.04.2026,UTC,14:45,15:00,NRV-Saldo,Betrieblich,MW,200.679,0.0,0.0,0.0
20.04.2026,UTC,15:00,15:15,NRV-Saldo,Betrieblich,MW,198.035,0.0,0.0,0.0
20.04.2026,UTC,15:15,15:30,NRV-Saldo,Betrieblich,MW,-322.258,0.0,0.0,0.0
20.04.2026,UTC,15:30,15:45,NRV-Saldo,Betrieblich,MW,-16.878,0.0,0.0,0.0
20.04.2026,UTC,15:45,16:00,NRV-Saldo,Betrieblich,MW,-246.263,0.0,0.0,0.0
20.04.2026,UTC,16:00,16:15,NRV-Saldo,Betrieblich,MW,-113.022,0.0,0.0,0.0
20.04.2026,UTC,16:15,16:30,NRV-Saldo,Betrieblich,MW,476.677,0.0,0.0,0.0
20.04.2026,UTC,16:30,16:45,NRV-Saldo,Betrieblich,MW,520.954,0.0,0.0,0.0
20.04.2026,UTC,16:45,17:00,NRV-Saldo,Betrieblich,MW,151.138,0.0,0.0,0.0
20.04.2026,UTC,17:00,17:15,NRV-Saldo,Betrieblich,MW,103.702,0.0,0.0,0.0
20.04.2026,UTC,17:15,17:30,NRV-Saldo,Betrieblich,MW,451.581,0.0,0.0,0.0
20.04.2026,UTC,17:30,17:45,NRV-Saldo,Betrieblich,MW,1354.794,0.0,0.0,0.0
20.04.2026,UTC,17:45,18:00,NRV-Saldo,Betrieblich,MW,1150.549,0.0,0.0,0.0
20.04.2026,UTC,18:00,18:15,NRV-Saldo,Betrieblich,MW,609.195,0.0,0.0,0.0
20.04.2026,UTC,18:15,18:30,NRV-Saldo,Betrieblich,MW,-241.178,0.0,0.0,0.0
20.04.2026,UTC,18:30,18:45,NRV-Saldo,Betrieblich,MW,-374.22,0.0,0.0,0.0
20.04.2026,UTC,18:45,19:00,NRV-Saldo,Betrieblich,MW,-129.367,0.0,0.0,0.0
20.04.2026,UTC,19:00,19:15,NRV-Saldo,Betrieblich,MW,-240.616,0.0,0.0,0.0
20.04.2026,UTC,19:15,19:30,NRV-Saldo,Betrieblich,MW,-299.875,0.0,0.0,0.0
20.04.2026,UTC,19:30,19:45,NRV-Saldo,Betrieblich,MW,285.717,0.0,0.0,0.0
20.04.2026,UTC,19:45,20:00,NRV-Saldo,Betrieblich,MW,246.06,0.0,0.0,0.0
20.04.2026,UTC,20:00,20:15,NRV-Saldo,Betrieblich,MW,167.664,0.0,0.0,0.0
20.04.2026,UTC,20:15,20:30,NRV-Saldo,Betrieblich,MW,230.086,0.0,0.0,0.0
20.04.2026,UTC,20:30,20:45,NRV-Saldo,Betrieblich,MW,336.843,0.0,0.0,0.0
20.04.2026,UTC,20:45,21:00,NRV-Saldo,Betrieblich,MW,74.619,0.0,0.0,0.0
20.04.2026,UTC,21:00,21:15,NRV-Saldo,Betrieblich,MW,-327.981,0.0,0.0,0.0
20.04.2026,UTC,21:15,21:30,NRV-Saldo,Betrieblich,MW,-372.874,0.0,0.0,0.0
20.04.2026,UTC,21:30,21:45,NRV-Saldo,Betrieblich,MW,-236.33,0.0,0.0,0.0
20.04.2026,UTC,21:45,22:00,NRV-Saldo,Betrieblich,MW,-158.915,0.0,0.0,0.0
20.04.2026,UTC,22:00,22:15,NRV-Saldo,Betrieblich,MW,-442.808,0.0,0.0,0.0
20.04.2026,UTC,22:15,22:30,NRV-Saldo,Betrieblich,MW,533.227,0.0,0.0,0.0
20.04.2026,UTC,22:30,22:45,NRV-Saldo,Betrieblich,MW,79.498,0.0,0.0,0.0
20.04.2026,UTC,22:45,23:00,NRV-Saldo,Betrieblich,MW,20.792,0.0,0.0,0.0
20.04.2026,UTC,23:00,23:15,NRV-Saldo,Betrieblich,MW,180.202,0.0,0.0,0.0
20.04.2026,UTC,23:15,23:30,NRV-Saldo,Betrieblich,MW,428.478,0.0,0.0,0.0
20.04.2026,UTC,23:30,23:45,NRV-Saldo,Betrieblich,MW,427.663,0.0,0.0,0.0
20.04.2026,UTC,23:45,00:00,NRV-Saldo,Betrieblich,MW,241.159,0.0,0.0,0.0
21.04.2026,UTC,00:00,00:15,NRV-Saldo,Betrieblich,MW,-361.295,0.0,0.0,0.0
21.04.2026,UTC,00:15,00:30,NRV-Saldo,Betrieblich,MW,68.118,0.0,0.0,0.0
21.04.2026,UTC,00:30,00:45,NRV-Saldo,Betrieblich,MW,124.074,0.0,0.0,0.0
21.04.2026,UTC,00:45,01:00,NRV-Saldo,Betrieblich,MW,390.129,0.0,0.0,0.0
21.04.2026,UTC,01:00,01:15,NRV-Saldo,Betrieblich,MW,-222.994,0.0,0.0,0.0
21.04.2026,UTC,01:15,01:30,NRV-Saldo,Betrieblich,MW,-49.131,0.0,0.0,0.0
21.04.2026,UTC,01:30,01:45,NRV-Saldo,Betrieblich,MW,-309.351,0.0,0.0,0.0
21.04.2026,UTC,01:45,02:00,NRV-Saldo,Betrieblich,MW,-92.688,0.0,0.0,0.0
21.04.2026,UTC,02:00,02:15,NRV-Saldo,Betrieblich,MW,-109.217,0.0,0.0,0.0
21.04.2026,UTC,02:15,02:30,NRV-Saldo,Betrieblich,MW,-409.251,0.0,0.0,0.0
21.04.2026,UTC,02:30,02:45,NRV-Saldo,Betrieblich,MW,-214.892,0.0,0.0,0.0
21.04.2026,UTC,02:45,03:00,NRV-Saldo,Betrieblich,MW,-310.28,0.0,0.0,0.0
21.04.2026,UTC,03:00,03:15,NRV-Saldo,Betrieblich,MW,-131.905,0.0,0.0,0.0
21.04.2026,UTC,03:15,03:30,NRV-Saldo,Betrieblich,MW,77.299,0.0,0.0,0.0
21.04.2026,UTC,03:30,03:45,NRV-Saldo,Betrieblich,MW,229.579,0.0,0.0,0.0
21.04.2026,UTC,03:45,04:00,NRV-Saldo,Betrieblich,MW,113.991,0.0,0.0,0.0
21.04.2026,UTC,04:00,04:15,NRV-Saldo,Betrieblich,MW,228.635,0.0,0.0,0.0
21.04.2026,UTC,04:15,04:30,NRV-Saldo,Betrieblich,MW,11.41,0.0,0.0,0.0
21.04.2026,UTC,04:30,04:45,NRV-Saldo,Betrieblich,MW,-8.964,0.0,0.0,0.0
21.04.2026,UTC,04:45,05:00,NRV-Saldo,Betrieblich,MW,535.348,0.0,0.0,0.0
21.04.2026,UTC,05:00,05:15,NRV-Saldo,Betrieblich,MW,1030.216,0.0,0.0,0.0
21.04.2026,UTC,05:15,05:30,NRV-Saldo,Betrieblich,MW,902.207,0.0,0.0,0.0
21.04.2026,UTC,05:30,05:45,NRV-Saldo,Betrieblich,MW,-20.059,0.0,0.0,0.0
21.04.2026,UTC,05:45,06:00,NRV-Saldo,Betrieblich,MW,721.952,0.0,0.0,0.0
21.04.2026,UTC,06:00,06:15,NRV-Saldo,Betrieblich,MW,1578.03,0.0,0.0,0.0
21.04.2026,UTC,06:15,06:30,NRV-Saldo,Betrieblich,MW,496.847,0.0,0.0,0.0
21.04.2026,UTC,06:30,06:45,NRV-Saldo,Betrieblich,MW,228.718,0.0,0.0,0.0
21.04.2026,UTC,06:45,07:00,NRV-Saldo,Betrieblich,MW,339.954,0.0,0.0,0.0
21.04.2026,UTC,07:00,07:15,NRV-Saldo,Betrieblich,MW,-342.299,0.0,0.0,0.0
21.04.2026,UTC,07:15,07:30,NRV-Saldo,Betrieblich,MW,-73.956,0.0,0.0,0.0
21.04.2026,UTC,07:30,07:45,NRV-Saldo,Betrieblich,MW,85.674,0.0,0.0,0.0
21.04.2026,UTC,07:45,08:00,NRV-Saldo,Betrieblich,MW,177.731,0.0,0.0,0.0
21.04.2026,UTC,08:00,08:15,NRV-Saldo,Betrieblich,MW,494.2,0.0,0.0,0.0
21.04.2026,UTC,08:15,08:30,NRV-Saldo,Betrieblich,MW,282.308,0.0,0.0,0.0
21.04.2026,UTC,08:30,08:45,NRV-Saldo,Betrieblich,MW,-1.519,0.0,0.0,0.0
21.04.2026,UTC,08:45,09:00,NRV-Saldo,Betrieblich,MW,-546.575,0.0,0.0,0.0
21.04.2026,UTC,09:00,09:15,NRV-Saldo,Betrieblich,MW,-833.879,0.0,0.0,0.0
21.04.2026,UTC,09:15,09:30,NRV-Saldo,Betrieblich,MW,-423.36,0.0,0.0,0.0
21.04.2026,UTC,09:30,09:45,NRV-Saldo,Betrieblich,MW,508.114,0.0,0.0,0.0
21.04.2026,UTC,09:45,10:00,NRV-Saldo,Betrieblich,MW,199.922,0.0,0.0,0.0
21.04.2026,UTC,10:00,10:15,NRV-Saldo,Betrieblich,MW,-483.032,0.0,0.0,1.0
21.04.2026,UTC,10:15,10:30,NRV-Saldo,Betrieblich,MW,-303.704,0.0,0.0,0.0
21.04.2026,UTC,10:30,10:45,NRV-Saldo,Betrieblich,MW,-127.92,0.0,0.0,0.0
21.04.2026,UTC,10:45,11:00,NRV-Saldo,Betrieblich,MW,132.787,0.0,0.0,0.0
21.04.2026,UTC,11:00,11:15,NRV-Saldo,Betrieblich,MW,417.832,0.0,0.0,0.0
21.04.2026,UTC,11:15,11:30,NRV-Saldo,Betrieblich,MW,-125.591,0.0,0.0,0.0
21.04.2026,UTC,11:30,11:45,NRV-Saldo,Betrieblich,MW,-350.949,0.0,0.0,0.0
21.04.2026,UTC,11:45,12:00,NRV-Saldo,Betrieblich,MW,-563.989,0.0,0.0,0.0
21.04.2026,UTC,12:00,12:15,NRV-Saldo,Betrieblich,MW,-308.643,0.0,0.0,0.0
21.04.2026,UTC,12:15,12:30,NRV-Saldo,Betrieblich,MW,-361.275,0.0,0.0,0.0
21.04.2026,UTC,12:30,12:45,NRV-Saldo,Betrieblich,MW,-278.597,0.0,0.0,0.0
21.04.2026,UTC,12:45,13:00,NRV-Saldo,Betrieblich,MW,-846.258,0.0,0.0,0.0
21.04.2026,UTC,13:00,13:15,NRV-Saldo,Betrieblich,MW,83.677,0.0,0.0,0.0
21.04.2026,UTC,13:15,13:30,NRV-Saldo,Betrieblich,MW,144.907,0.0,0.0,0.0
21.04.2026,UTC,13:30,13:45,NRV-Saldo,Betrieblich,MW,18.336,0.0,0.0,0.0
21.04.2026,UTC,13:45,14:00,NRV-Saldo,Betrieblich,MW,-312.605,0.0,0.0,0.0
21.04.2026,UTC,14:00,14:15,NRV-Saldo,Betrieblich,MW,467.188,0.0,0.0,0.0
21.04.2026,UTC,14:15,14:30,NRV-Saldo,Betrieblich,MW,865.796,0.0,0.0,0.0
21.04.2026,UTC,14:30,14:45,NRV-Saldo,Betrieblich,MW,350.525,0.0,0.0,0.0
21.04.2026,UTC,14:45,15:00,NRV-Saldo,Betrieblich,MW,-11.358,0.0,0.0,0.0
21.04.2026,UTC,15:00,15:15,NRV-Saldo,Betrieblich,MW,-603.096,0.0,0.0,0.0
21.04.2026,UTC,15:15,15:30,NRV-Saldo,Betrieblich,MW,-344.64,0.0,0.0,0.0
21.04.2026,UTC,15:30,15:45,NRV-Saldo,Betrieblich,MW,1.436,0.0,0.0,0.0
21.04.2026,UTC,15:45,16:00,NRV-Saldo,Betrieblich,MW,-391.344,0.0,0.0,0.0
21.04.2026,UTC,16:00,16:15,NRV-Saldo,Betrieblich,MW,33.613,0.0,0.0,0.0
21.04.2026,UTC,16:15,16:30,NRV-Saldo,Betrieblich,MW,-207.036,0.0,0.0,0.0
21.04.2026,UTC,16:30,16:45,NRV-Saldo,Betrieblich,MW,-166.641,0.0,0.0,0.0
21.04.2026,UTC,16:45,17:00,NRV-Saldo,Betrieblich,MW,-213.398,0.0,0.0,0.0
21.04.2026,UTC,17:00,17:15,NRV-Saldo,Betrieblich,MW,-526.394,0.0,0.0,0.0
21.04.2026,UTC,17:15,17:30,NRV-Saldo,Betrieblich,MW,-690.675,0.0,0.0,0.0
21.04.2026,UTC,17:30,17:45,NRV-Saldo,Betrieblich,MW,-87.657,0.0,0.0,0.0
21.04.2026,UTC,17:45,18:00,NRV-Saldo,Betrieblich,MW,-191.587,0.0,0.0,0.0
21.04.2026,UTC,18:00,18:15,NRV-Saldo,Betrieblich,MW,379.167,0.0,0.0,0.0
21.04.2026,UTC,18:15,18:30,NRV-Saldo,Betrieblich,MW,-205.773,0.0,0.0,0.0
21.04.2026,UTC,18:30,18:45,NRV-Saldo,Betrieblich,MW,154.536,0.0,0.0,0.0
21.04.2026,UTC,18:45,19:00,NRV-Saldo,Betrieblich,MW,292.758,0.0,0.0,0.0
21.04.2026,UTC,19:00,19:15,NRV-Saldo,Betrieblich,MW,-8.364,0.0,0.0,0.0
21.04.2026,UTC,19:15,19:30,NRV-Saldo,Betrieblich,MW,-78.438,0.0,0.0,0.0
21.04.2026,UTC,19:30,19:45,NRV-Saldo,Betrieblich,MW,-328.55,0.0,0.0,0.0
21.04.2026,UTC,19:45,20:00,NRV-Saldo,Betrieblich,MW,-409.2,0.0,0.0,0.0
21.04.2026,UTC,20:00,20:15,NRV-Saldo,Betrieblich,MW,342.022,0.0,0.0,0.0
21.04.2026,UTC,20:15,20:30,NRV-Saldo,Betrieblich,MW,-101.236,0.0,0.0,0.0
21.04.2026,UTC,20:30,20:45,NRV-Saldo,Betrieblich,MW,-479.511,0.0,0.0,0.0
21.04.2026,UTC,20:45,21:00,NRV-Saldo,Betrieblich,MW,-361.614,0.0,0.0,0.0
21.04.2026,UTC,21:00,21:15,NRV-Saldo,Betrieblich,MW,24.786,0.0,0.0,0.0
21.04.2026,UTC,21:15,21:30,NRV-Saldo,Betrieblich,MW,48.98,0.0,0.0,0.0
21.04.2026,UTC,21:30,21:45,NRV-Saldo,Betrieblich,MW,-245.593,0.0,0.0,0.0
21.04.2026,UTC,21:45,22:00,NRV-Saldo,Betrieblich,MW,118.981,0.0,0.0,0.0
21.04.2026,UTC,22:00,22:15,NRV-Saldo,Betrieblich,MW,-565.996,0.0,0.0,0.0
21.04.2026,UTC,22:15,22:30,NRV-Saldo,Betrieblich,MW,-536.354,0.0,0.0,0.0
21.04.2026,UTC,22:30,22:45,NRV-Saldo,Betrieblich,MW,-141.032,0.0,0.0,0.0
21.04.2026,UTC,22:45,23:00,NRV-Saldo,Betrieblich,MW,-92.13,0.0,0.0,0.0
21.04.2026,UTC,23:00,23:15,NRV-Saldo,Betrieblich,MW,-92.657,0.0,0.0,0.0
21.04.2026,UTC,23:15,23:30,NRV-Saldo,Betrieblich,MW,241.236,0.0,0.0,0.0
21.04.2026,UTC,23:30,23:45,NRV-Saldo,Betrieblich,MW,332.778,0.0,0.0,0.0
21.04.2026,UTC,23:45,00:00,NRV-Saldo,Betrieblich,MW,227.397,0.0,0.0,0.0
22.04.2026,UTC,00:00,00:15,NRV-Saldo,Betrieblich,MW,-37.4,0.0,0.0,0.0
22.04.2026,UTC,00:15,00:30,NRV-Saldo,Betrieblich,MW,-117.86,0.0,0.0,0.0
22.04.2026,UTC,00:30,00:45,NRV-Saldo,Betrieblich,MW,-132.866,0.0,0.0,0.0
22.04.2026,UTC,00:45,01:00,NRV-Saldo,Betrieblich,MW,-137.219,0.0,0.0,0.0
22.04.2026,UTC,01:00,01:15,NRV-Saldo,Betrieblich,MW,-626.135,0.0,0.0,0.0
22.04.2026,UTC,01:15,01:30,NRV-Saldo,Betrieblich,MW,-29.668,0.0,0.0,0.0
22.04.2026,UTC,01:30,01:45,NRV-Saldo,Betrieblich,MW,63.943,0.0,0.0,0.0
22.04.2026,UTC,01:45,02:00,NRV-Saldo,Betrieblich,MW,210.669,0.0,0.0,0.0
22.04.2026,UTC,02:00,02:15,NRV-Saldo,Betrieblich,MW,-238.482,0.0,0.0,0.0
22.04.2026,UTC,02:15,02:30,NRV-Saldo,Betrieblich,MW,-225.493,0.0,0.0,0.0
22.04.2026,UTC,02:30,02:45,NRV-Saldo,Betrieblich,MW,210.341,0.0,0.0,0.0
22.04.2026,UTC,02:45,03:00,NRV-Saldo,Betrieblich,MW,80.462,0.0,0.0,0.0
22.04.2026,UTC,03:00,03:15,NRV-Saldo,Betrieblich,MW,-445.258,0.0,0.0,0.0
22.04.2026,UTC,03:15,03:30,NRV-Saldo,Betrieblich,MW,-36.005,0.0,0.0,0.0
22.04.2026,UTC,03:30,03:45,NRV-Saldo,Betrieblich,MW,347.84,0.0,0.0,0.0
22.04.2026,UTC,03:45,04:00,NRV-Saldo,Betrieblich,MW,555.961,0.0,0.0,0.0
22.04.2026,UTC,04:00,04:15,NRV-Saldo,Betrieblich,MW,478.927,0.0,0.0,0.0
22.04.2026,UTC,04:15,04:30,NRV-Saldo,Betrieblich,MW,954.743,0.0,0.0,0.0
22.04.2026,UTC,04:30,04:45,NRV-Saldo,Betrieblich,MW,981.592,0.0,0.0,0.0
22.04.2026,UTC,04:45,05:00,NRV-Saldo,Betrieblich,MW,743.608,0.0,0.0,0.0
22.04.2026,UTC,05:00,05:15,NRV-Saldo,Betrieblich,MW,470.314,0.0,0.0,0.0
22.04.2026,UTC,05:15,05:30,NRV-Saldo,Betrieblich,MW,-228.302,0.0,0.0,0.0
22.04.2026,UTC,05:30,05:45,NRV-Saldo,Betrieblich,MW,-250.064,0.0,0.0,0.0
22.04.2026,UTC,05:45,06:00,NRV-Saldo,Betrieblich,MW,324.767,0.0,0.0,0.0
22.04.2026,UTC,06:00,06:15,NRV-Saldo,Betrieblich,MW,-268.865,0.0,0.0,0.0
22.04.2026,UTC,06:15,06:30,NRV-Saldo,Betrieblich,MW,-363.33,0.0,0.0,0.0
22.04.2026,UTC,06:30,06:45,NRV-Saldo,Betrieblich,MW,-66.055,0.0,0.0,0.0
22.04.2026,UTC,06:45,07:00,NRV-Saldo,Betrieblich,MW,608.151,0.0,0.0,0.0
22.04.2026,UTC,07:00,07:15,NRV-Saldo,Betrieblich,MW,541.754,0.0,0.0,0.0
22.04.2026,UTC,07:15,07:30,NRV-Saldo,Betrieblich,MW,-129.215,0.0,0.0,0.0
22.04.2026,UTC,07:30,07:45,NRV-Saldo,Betrieblich,MW,-135.949,0.0,0.0,0.0
22.04.2026,UTC,07:45,08:00,NRV-Saldo,Betrieblich,MW,42.762,0.0,0.0,0.0
22.04.2026,UTC,08:00,08:15,NRV-Saldo,Betrieblich,MW,90.249,0.0,0.0,0.0
22.04.2026,UTC,08:15,08:30,NRV-Saldo,Betrieblich,MW,-681.819,0.0,0.0,0.0
22.04.2026,UTC,08:30,08:45,NRV-Saldo,Betrieblich,MW,-563.121,0.0,0.0,0.0
22.04.2026,UTC,08:45,09:00,NRV-Saldo,Betrieblich,MW,405.887,0.0,0.0,0.0
22.04.2026,UTC,09:00,09:15,NRV-Saldo,Betrieblich,MW,417.856,0.0,0.0,0.0
22.04.2026,UTC,09:15,09:30,NRV-Saldo,Betrieblich,MW,261.732,0.0,0.0,0.0
22.04.2026,UTC,09:30,09:45,NRV-Saldo,Betrieblich,MW,28.003,0.0,0.0,0.0
22.04.2026,UTC,09:45,10:00,NRV-Saldo,Betrieblich,MW,-159.689,0.0,0.0,0.0
22.04.2026,UTC,10:00,10:15,NRV-Saldo,Betrieblich,MW,-501.541,0.0,0.0,0.0
22.04.2026,UTC,10:15,10:30,NRV-Saldo,Betrieblich,MW,-419.316,0.0,0.0,0.0
22.04.2026,UTC,10:30,10:45,NRV-Saldo,Betrieblich,MW,-302.02,0.0,0.0,0.0
22.04.2026,UTC,10:45,11:00,NRV-Saldo,Betrieblich,MW,145.55,0.0,0.0,0.0
22.04.2026,UTC,11:00,11:15,NRV-Saldo,Betrieblich,MW,187.005,0.0,0.0,0.0
22.04.2026,UTC,11:15,11:30,NRV-Saldo,Betrieblich,MW,-83.395,0.0,0.0,0.0
22.04.2026,UTC,11:30,11:45,NRV-Saldo,Betrieblich,MW,-304.111,0.0,0.0,0.0
22.04.2026,UTC,11:45,12:00,NRV-Saldo,Betrieblich,MW,-285.7,0.0,0.0,0.0
22.04.2026,UTC,12:00,12:15,NRV-Saldo,Betrieblich,MW,-190.429,0.0,0.0,0.0
22.04.2026,UTC,12:15,12:30,NRV-Saldo,Betrieblich,MW,-303.4,0.0,0.0,0.0
22.04.2026,UTC,12:30,12:45,NRV-Saldo,Betrieblich,MW,-432.193,0.0,0.0,0.0
22.04.2026,UTC,12:45,13:00,NRV-Saldo,Betrieblich,MW,-381.44,0.0,0.0,0.0
22.04.2026,UTC,13:00,13:15,NRV-Saldo,Betrieblich,MW,-246.869,0.0,0.0,0.0
22.04.2026,UTC,13:15,13:30,NRV-Saldo,Betrieblich,MW,-458.188,0.0,0.0,0.0
22.04.2026,UTC,13:30,13:45,NRV-Saldo,Betrieblich,MW,-684.322,0.0,0.0,0.0
22.04.2026,UTC,13:45,14:00,NRV-Saldo,Betrieblich,MW,-1004.19,0.0,0.0,0.0
22.04.2026,UTC,14:00,14:15,NRV-Saldo,Betrieblich,MW,-695.538,0.0,0.0,0.0
22.04.2026,UTC,14:15,14:30,NRV-Saldo,Betrieblich,MW,-680.066,0.0,0.0,0.0
22.04.2026,UTC,14:30,14:45,NRV-Saldo,Betrieblich,MW,-408.168,0.0,0.0,0.0
22.04.2026,UTC,14:45,15:00,NRV-Saldo,Betrieblich,MW,-572.273,0.0,0.0,0.0
22.04.2026,UTC,15:00,15:15,NRV-Saldo,Betrieblich,MW,-288.03,0.0,0.0,0.0
22.04.2026,UTC,15:15,15:30,NRV-Saldo,Betrieblich,MW,-267.284,0.0,0.0,0.0
22.04.2026,UTC,15:30,15:45,NRV-Saldo,Betrieblich,MW,-346.98,0.0,0.0,0.0
22.04.2026,UTC,15:45,16:00,NRV-Saldo,Betrieblich,MW,-853.507,0.0,0.0,0.0
22.04.2026,UTC,16:00,16:15,NRV-Saldo,Betrieblich,MW,-559.705,0.0,0.0,0.0
22.04.2026,UTC,16:15,16:30,NRV-Saldo,Betrieblich,MW,-37.038,0.0,0.0,0.0
22.04.2026,UTC,16:30,16:45,NRV-Saldo,Betrieblich,MW,581.357,0.0,0.0,0.0
22.04.2026,UTC,16:45,17:00,NRV-Saldo,Betrieblich,MW,410.342,0.0,0.0,0.0
22.04.2026,UTC,17:00,17:15,NRV-Saldo,Betrieblich,MW,-367.621,0.0,0.0,0.0
22.04.2026,UTC,17:15,17:30,NRV-Saldo,Betrieblich,MW,125.21,0.0,0.0,0.0
22.04.2026,UTC,17:30,17:45,NRV-Saldo,Betrieblich,MW,748.48,0.0,0.0,0.0
22.04.2026,UTC,17:45,18:00,NRV-Saldo,Betrieblich,MW,501.97,0.0,0.0,0.0
22.04.2026,UTC,18:00,18:15,NRV-Saldo,Betrieblich,MW,-647.516,0.0,0.0,0.0
22.04.2026,UTC,18:15,18:30,NRV-Saldo,Betrieblich,MW,-421.538,0.0,0.0,0.0
22.04.2026,UTC,18:30,18:45,NRV-Saldo,Betrieblich,MW,547.425,0.0,0.0,0.0
22.04.2026,UTC,18:45,19:00,NRV-Saldo,Betrieblich,MW,739.335,0.0,0.0,0.0
